Source,Target,Type,id,label,timeset,weight
mattiacorti21,valtteribottas,Directed,4105,,,1.0
mattiacorti21,lewishamilton,Directed,4106,,,1.0
mattiacorti21,skysportf1hd,Directed,4107,,,1.0
mattiacorti21,scuderiaferrari,Directed,4108,,,1.0
negro_piero,gnsolito,Directed,4119,,,1.0
negro_piero,scuderiaferrari,Directed,4120,,,1.0
negro_piero,f1,Directed,4121,,,1.0
henry_albertof1,scuderiaferrari,Directed,4122,,,1.0
henry_albertof1,f1,Directed,4123,,,1.0
patrick_henz,scuderiaferrari,Directed,4131,,,1.0
patrick_henz,f1,Directed,4132,,,1.0
ezzy99_,max33verstappen,Directed,4168,,,1.0
ezzy99_,f1,Directed,4169,,,1.0
ezzy99_,scuderiaferrari,Directed,4170,,,1.0
alfredobravo17,f1,Directed,4173,,,1.0
alfredobravo17,f1latinamerica,Directed,4174,,,1.0
alfredobravo17,scuderiaferrari,Directed,4175,,,1.0
humbertodarold,a3formula1,Directed,4179,,,1.0
humbertodarold,f1fanatic_co_uk,Directed,4180,,,1.0
humbertodarold,valtteribottas,Directed,4181,,,1.0
humbertodarold,mercedesamgf1,Directed,4182,,,1.0
atljie,f1,Directed,4187,,,1.0
atljie,atljie,Directed,4188,,,1.0
aztecadeportes,scuderiaferrari,Directed,4205,,,1.0
aztecadeportes,f1,Directed,4206,,,1.0
nicolas58958140,aztecadeportes,Directed,4207,,,1.0
nicolas58958140,sebvettelnews,Directed,4208,,,1.0
nicolas58958140,laf1surcanal,Directed,4209,,,1.0
nicolas58958140,motorlat,Directed,4210,,,1.0
nicolas58958140,scuderiaferrari,Directed,4211,,,1.0
nicolas58958140,f1,Directed,4212,,,1.0
dan_rigsby,hulkhulkenberg,Directed,4213,,,1.0
webbeloz,scuderiaferrari,Directed,4222,,,1.0
webbeloz,f1,Directed,4223,,,1.0
russellstranspo,russellstranspo,Directed,4233,,,1.0
russellstranspo,a3formula1,Directed,4234,,,1.0
cates_97,scuderiaferrari,Directed,4238,,,1.0
cates_97,vettel_formel1,Directed,4239,,,1.0
cates_97,sebvettelnews,Directed,4240,,,1.0
simongbrooks,simongbrooks,Directed,4265,,,1.0
nickyfox22,hondaracingf1,Directed,4283,,,1.0
nickyfox22,wtf1official,Directed,4284,,,1.0
nickyfox22,sebvettelnews,Directed,4285,,,1.0
nickyfox22,svandoorne,Directed,4286,,,1.0
nickyfox22,mclarenf1,Directed,4287,,,1.0
nickyfox22,andersonlaura12,Directed,4288,,,1.0
americoscatena,skytg24,Directed,4291,,,1.0
americoscatena,anto_giovinazzi,Directed,4294,,,1.0
americoscatena,f1rai,Directed,4295,,,1.0
americoscatena,carlossainz55,Directed,4296,,,1.0
americoscatena,scuderiaferrari,Directed,4299,,,1.0
americoscatena,skysportf1hd,Directed,4300,,,1.0
americoscatena,valtteribottas,Directed,4301,,,1.0
americoscatena,lewishamilton,Directed,4302,,,1.0
americoscatena,formulahumor,Directed,4303,,,1.0
americoscatena,graftechweb,Directed,4304,,,1.0
americoscatena,vettel_formel1,Directed,4305,,,1.0
americoscatena,lovemaurizio,Directed,4306,,,1.0
americoscatena,alessandrosala1,Directed,4307,,,1.0
americoscatena,americoscatena,Directed,4308,,,1.0
americoscatena,tororossospy,Directed,4309,,,1.0
americoscatena,kvyatofficial,Directed,4310,,,1.0
americoscatena,alo_oficial,Directed,4311,,,1.0
lunaazul3003,mexicogp,Directed,4312,,,1.0
lunaazul3003,schecoperez,Directed,4313,,,1.0
lunaazul3003,scuderiaferrari,Directed,4314,,,1.0
yhacbec,lovemaurizio,Directed,4345,,,1.0
yhacbec,graftechweb,Directed,4347,,,1.0
yhacbec,alessandrosala1,Directed,4348,,,1.0
yhacbec,lewishamilton,Directed,4349,,,1.0
yhacbec,mercedesamgf1,Directed,4350,,,1.0
yhacbec,forceindiaf1,Directed,4351,,,1.0
yhacbec,vettel_formel1,Directed,4352,,,1.0
vettel_formel1,vettel_formel1,Directed,4357,,,1.0
vettel_formel1,scuderiaferrari,Directed,4358,,,1.0
isaias582,f1,Directed,4369,,,1.0
isaias582,ausgrandprix,Directed,4370,,,1.0
isaias582,scuderiaferrari,Directed,4371,,,1.0
dukeroba,ausgrandprix,Directed,4375,,,1.0
dukeroba,f1,Directed,4376,,,1.0
dukeroba,redbullracing,Directed,4377,,,1.0
goodwoodmar5hal,tororossospy,Directed,4378,,,1.0
goodwoodmar5hal,mclarenf1,Directed,4379,,,1.0
goodwoodmar5hal,scuderiaferrari,Directed,4380,,,1.0
goodwoodmar5hal,redbullracing,Directed,4381,,,1.0
goodwoodmar5hal,ausgrandprix,Directed,4382,,,1.0
goodwoodmar5hal,f1,Directed,4383,,,1.0
goodwoodmar5hal,valtteribottas,Directed,4384,,,1.0
goodwoodmar5hal,mercedesamgf1,Directed,4385,,,1.0
goodwoodmar5hal,skysportsf1,Directed,4386,,,1.0
niccydarling,scuderiaferrari,Directed,4389,,,1.0
niccydarling,f1,Directed,4390,,,1.0
niccydarling,sebvettelnews,Directed,4391,,,1.0
serycas,valtteribottas,Directed,4415,,,1.0
serycas,lewishamilton,Directed,4416,,,1.0
serycas,skysportf1hd,Directed,4417,,,1.0
miguell47314920,max33verstappen,Directed,4434,,,1.0
miguell47314920,scuderiaferrari,Directed,4435,,,1.0
miguell47314920,f1,Directed,4436,,,1.0
miguell47314920,ausgrandprix,Directed,4437,,,1.0
miguell47314920,svandoorne,Directed,4438,,,1.0
dan_rigsby,renaultsportf1,Directed,4452,,,1.0
dan_rigsby,f1fanatic_co_uk,Directed,4453,,,1.0
chrissiehotspur,dan_rigsby,Directed,4454,,,1.0
chrissiehotspur,mclarenf1,Directed,4458,,,1.0
andersonlaura12,andersonlaura12,Directed,4459,,,1.0
chrissiehotspur,andersonlaura12,Directed,4460,,,1.0
chrissiehotspur,forceindiaf1,Directed,4461,,,1.0
chrissiehotspur,sebvettelnews,Directed,4462,,,1.0
chrissiehotspur,svandoorne,Directed,4463,,,1.0
altavelocidadtv,scuderiaferrari,Directed,4487,,,1.0
altavelocidadtv,f1,Directed,4488,,,1.0
altavelocidadtv,altavelocidadtv,Directed,4489,,,1.0
delaclarinette,altavelocidadtv,Directed,4490,,,1.0
delaclarinette,scuderiaferrari,Directed,4491,,,1.0
delaclarinette,momentses,Directed,4492,,,1.0
adorvehim,mercedesamgf1,Directed,4498,,,1.0
adorvehim,scuderiaferrari,Directed,4499,,,1.0
adorvehim,formulahumor,Directed,4500,,,1.0
bizzartino,scuderiaferrari,Directed,4505,,,1.0
bizzartino,f1,Directed,4506,,,1.0
bizzartino,ausgrandprix,Directed,4507,,,1.0
jeejily,valtteribottas,Directed,4518,,,1.0
jeejily,mercedesamgf1,Directed,4519,,,1.0
jeejily,lewishamilton,Directed,4520,,,1.0
jeejily,redbullracing,Directed,4521,,,1.0
jeejily,ausgrandprix,Directed,4522,,,1.0
jeejily,f1,Directed,4523,,,1.0
federicolescano,scuderiaferrari,Directed,4529,,,1.0
federicolescano,federicolescano,Directed,4530,,,1.0
dennybartowski,dennybartowski,Directed,4546,,,1.0
dennybartowski,scuderiaferrari,Directed,4547,,,1.0
skysportf1hd,danielricciardo,Directed,4584,,,1.0
paciucci_olga,skysportf1hd,Directed,4585,,,1.0
paciucci_olga,scuderiaferrari,Directed,4586,,,1.0
paciucci_olga,f1,Directed,4587,,,1.0
paciucci_olga,danielricciardo,Directed,4588,,,1.0
avracing6,f1_vettel,Directed,4592,,,1.0
avracing6,mercedesamgf1,Directed,4593,,,1.0
avracing6,scuderiaferrari,Directed,4594,,,1.0
serafinicole,mercedesamgf1,Directed,4600,,,1.0
serafinicole,lewishamilton,Directed,4601,,,1.0
serafinicole,scuderiaferrari,Directed,4602,,,1.0
serafinicole,valtteribottas,Directed,4603,,,1.0
crazymkenya,valtteribottas,Directed,4607,,,1.0
crazymkenya,f1,Directed,4608,,,1.0
crazymkenya,mercedesamgf1,Directed,4609,,,1.0
c4f1,c4f1,Directed,4611,,,1.0
c4f1,danielricciardo,Directed,4612,,,1.0
lellilorenzo5,scuderiaferrari,Directed,4614,,,1.0
momentses,momentses,Directed,4615,,,1.0
aztecaguate,aztecaguate,Directed,4623,,,1.0
kaenkay,ausgrandprix,Directed,4629,,,1.0
kaenkay,f1,Directed,4630,,,1.0
kaenkay,mercedesamgf1,Directed,4631,,,1.0
kaenkay,valtteribottas,Directed,4632,,,1.0
willie_blanton,mercedesamgf1,Directed,4635,,,1.0
willie_blanton,lewishamilton,Directed,4636,,,1.0
willie_blanton,scuderiaferrari,Directed,4637,,,1.0
willie_blanton,f1,Directed,4638,,,1.0
abschile,enricotornello,Directed,4644,,,1.0
abschile,a3formula1,Directed,4646,,,1.0
abschile,masterlap_com,Directed,4649,,,1.0
abschile,nico_rosberg,Directed,4650,,,1.0
abschile,scuderiaferrari,Directed,4651,,,1.0
abschile,soy_f1,Directed,4652,,,1.0
abschile,laf1surcanal,Directed,4653,,,1.0
abschile,motorlat,Directed,4654,,,1.0
abschile,telemetricof1,Directed,4655,,,1.0
maui27575,formulahumor,Directed,4657,,,1.0
maui27575,mercedesamgf1,Directed,4658,,,1.0
maui27575,scuderiaferrari,Directed,4659,,,1.0
saporteza,lewishamilton,Directed,4663,,,1.0
saporteza,mercedesamgf1,Directed,4664,,,1.0
saporteza,valtteribottas,Directed,4665,,,1.0
redbullracing,redbullracing,Directed,4678,,,1.0
mercedesamgf1,valtteribottas,Directed,4691,,,1.0
seby_bastian,aussiegrit,Directed,4703,,,1.0
seby_bastian,alo_oficial,Directed,4704,,,1.0
seby_bastian,danielricciardo,Directed,4705,,,1.0
seby_bastian,f1,Directed,4706,,,1.0
seby_bastian,lewishamilton,Directed,4707,,,1.0
seby_bastian,mercedesamgf1,Directed,4708,,,1.0
mercedesamgf1,lewishamilton,Directed,4713,,,1.0
mercedesamgf1,mercedesamgf1,Directed,4715,,,1.0
dburgersdijk,f1,Directed,4718,,,1.0
yas_ivettel,allthingsvettel,Directed,4727,,,1.0
yas_ivettel,mralexf1,Directed,4728,,,1.0
yas_ivettel,sebvettelnews,Directed,4729,,,1.0
yas_ivettel,scuderiaferrari,Directed,4730,,,1.0
yas_ivettel,f1,Directed,4731,,,1.0
forof1paraguay,f1,Directed,4732,,,1.0
djpbut,mattzel89,Directed,4734,,,1.0
automovilclick,telemetricof1,Directed,4738,,,1.0
automovilclick,laf1surcanal,Directed,4739,,,1.0
automovilclick,motorlat,Directed,4740,,,1.0
automovilclick,soy_f1,Directed,4741,,,1.0
forof1paraguay,forof1paraguay,Directed,4742,,,1.0
bailo18lorena,skytg24,Directed,4758,,,1.0
bailo18lorena,valtteribottas,Directed,4759,,,1.0
bailo18lorena,lewishamilton,Directed,4760,,,1.0
bailo18lorena,skysportf1hd,Directed,4761,,,1.0
bailo18lorena,scuderiaferrari,Directed,4762,,,1.0
hedelmelo,f1,Directed,4771,,,1.0
hedelmelo,mercedesamgf1,Directed,4772,,,1.0
hedelmelo,valtteribottas,Directed,4773,,,1.0
trbu56,f1,Directed,4800,,,1.0
trbu56,oconesteban,Directed,4801,,,1.0
trbu56,forceindiaf1,Directed,4802,,,1.0
thaisbehs,redbullracing,Directed,4826,,,1.0
thaisbehs,tororossospy,Directed,4827,,,1.0
thaisbehs,danielricciardo,Directed,4828,,,1.0
godoy7967,f1latinamerica,Directed,4855,,,1.0
godoy7967,valtteribottas,Directed,4856,,,1.0
godoy7967,f1,Directed,4857,,,1.0
berch_7,valtteribottas,Directed,4868,,,1.0
berch_7,lewishamilton,Directed,4869,,,1.0
berch_7,skysportf1hd,Directed,4870,,,1.0
siddiqbashar,gianludale27,Directed,4885,,,1.0
siddiqbashar,f1,Directed,4886,,,1.0
siddiqbashar,scuderiaferrari,Directed,4887,,,1.0
siddiqbashar,redbullracing,Directed,4888,,,1.0
naz3em,scuderiaferrari,Directed,4892,,,1.0
naz3em,svandoorne,Directed,4893,,,1.0
naz3em,f1,Directed,4894,,,1.0
agus420,f1_paraguay,Directed,4895,,,1.0
cineriz,kvyatofficial,Directed,4903,,,1.0
cineriz,tororossospy,Directed,4904,,,1.0
cineriz,carlossainz55,Directed,4905,,,1.0
kkkrisuuu,scuderiaferrari,Directed,4923,,,1.0
kkkrisuuu,mercedesamgf1,Directed,4924,,,1.0
kkkrisuuu,valtteribottas,Directed,4925,,,1.0
ffsgiovinco,scuderiaferrari,Directed,4937,,,1.0
ffsgiovinco,f1,Directed,4938,,,1.0
jero_charlone,f1,Directed,4943,,,1.0
jero_charlone,suttonimages,Directed,4944,,,1.0
jero_charlone,mercedesamgf1,Directed,4945,,,1.0
jero_charlone,lewishamilton,Directed,4946,,,1.0
josephf198,scuderiaferrari,Directed,4995,,,1.0
josephf198,f1,Directed,4996,,,1.0
sarafer91906692,oconesteban,Directed,5006,,,1.0
sarafer91906692,anto_giovinazzi,Directed,5007,,,1.0
sarafer91906692,skysportf1hd,Directed,5008,,,1.0
mcrisever,pirellisport,Directed,5030,,,1.0
mcrisever,scuderiaferrari,Directed,5031,,,1.0
mcrisever,f1,Directed,5032,,,1.0
cdjlvv,scuderiaferrari,Directed,5034,,,1.0
cdjlvv,f1,Directed,5035,,,1.0
cdjlvv,schecoperez,Directed,5036,,,1.0
danielsahne94,mercedesamgf1,Directed,5040,,,1.0
mireillebrigit,forceindiaf1,Directed,5073,,,1.0
mireillebrigit,massafelipe19,Directed,5074,,,1.0
mireillebrigit,williamsracing,Directed,5075,,,1.0
mireillebrigit,fia_formula_1,Directed,5076,,,1.0
maiky_spindle,lewishamilton,Directed,5089,,,1.0
maiky_spindle,alo_oficial,Directed,5090,,,1.0
maiky_spindle,mercedesamgf1,Directed,5091,,,1.0
camigl10,scuderiaferrari,Directed,5095,,,1.0
beglamourf1,valtteribottas,Directed,5114,,,1.0
beglamourf1,f1,Directed,5115,,,1.0
beglamourf1,scuderiaferrari,Directed,5116,,,1.0
krloscm_,scuderiaferrari,Directed,5122,,,1.0
krloscm_,f1,Directed,5123,,,1.0
krloscm_,skysportsf1,Directed,5124,,,1.0
robinso47933191,f1,Directed,5131,,,1.0
robinso47933191,mercedesamgf1,Directed,5132,,,1.0
robinso47933191,valtteribottas,Directed,5133,,,1.0
georgeyhowson95,essaargp,Directed,5134,,,1.0
georgeyhowson95,ajl_f1,Directed,5135,,,1.0
scud3k_,scud3k_,Directed,5143,,,1.0
knightcharon,mclarenf1,Directed,5153,,,1.0
knightcharon,svandoorne,Directed,5154,,,1.0
knightcharon,f1,Directed,5155,,,1.0
knightcharon,scuderiaferrari,Directed,5156,,,1.0
scarro_ny,oconesteban,Directed,5169,,,1.0
scarro_ny,anto_giovinazzi,Directed,5170,,,1.0
scarro_ny,skysportf1hd,Directed,5171,,,1.0
patrick_henz,fansofkr,Directed,5174,,,1.0
beltramopaolo,oconesteban,Directed,5176,,,1.0
beltramopaolo,anto_giovinazzi,Directed,5177,,,1.0
beltramopaolo,skysportf1hd,Directed,5178,,,1.0
jgrodriguesf,masterlap_com,Directed,5207,,,1.0
jgrodriguesf,valtteribottas,Directed,5208,,,1.0
jgrodriguesf,lewishamilton,Directed,5209,,,1.0
fansofkr,fansofkr,Directed,5214,,,1.0
fersantangelo,fansofkr,Directed,5215,,,1.0
fersantangelo,enricotornello,Directed,5216,,,1.0
fersantangelo,scuderiaferrari,Directed,5217,,,1.0
fersantangelo,vettel_formel1,Directed,5218,,,1.0
fersantangelo,scuderiafe,Directed,5219,,,1.0
fersantangelo,sebvettelnews,Directed,5220,,,1.0
fersantangelo,gianludale27,Directed,5221,,,1.0
videsjavi,gianludale27,Directed,5225,,,1.0
videsjavi,scuderiaferrari,Directed,5226,,,1.0
videsjavi,f1,Directed,5227,,,1.0
natan_silva77,scuderiaferrari,Directed,5235,,,1.0
natan_silva77,f1,Directed,5236,,,1.0
yt5528,lewishamilton,Directed,5237,,,1.0
yt5528,alo_oficial,Directed,5238,,,1.0
yt5528,mercedesamgf1,Directed,5239,,,1.0
adhyra80,renaultsportf1,Directed,5241,,,1.0
yhacbec,f1,Directed,5242,,,1.0
yhacbec,sebvettelnews,Directed,5243,,,1.0
yhacbec,allthingsvettel,Directed,5244,,,1.0
kendizzlex3,scuderiaferrari,Directed,5245,,,1.0
kendizzlex3,f1,Directed,5246,,,1.0
danielapili5,pieroladisa,Directed,5258,,,1.0
hzq_hzmn,scuderiaferrari,Directed,5259,,,1.0
hzq_hzmn,f1,Directed,5260,,,1.0
hzq_hzmn,redbullracing,Directed,5261,,,1.0
abaza738,f1,Directed,5269,,,1.0
omega112,scuderiaferrari,Directed,5271,,,1.0
omega112,f1,Directed,5272,,,1.0
omega112,lewishamilton,Directed,5273,,,1.0
steffylucchy,valtteribottas,Directed,5274,,,1.0
steffylucchy,lewishamilton,Directed,5275,,,1.0
steffylucchy,skysportf1hd,Directed,5276,,,1.0
henry_albertof1,mexicogp,Directed,5280,,,1.0
2323232gshgsh,aus_airforce,Directed,5282,,,1.0
2323232gshgsh,danielricciardo,Directed,5283,,,1.0
2323232gshgsh,redbullracing,Directed,5284,,,1.0
lilivpan,renaultsportf1,Directed,5285,,,1.0
lilivpan,max33verstappen,Directed,5286,,,1.0
lilivpan,f1,Directed,5287,,,1.0
lilivpan,ausgrandprix,Directed,5288,,,1.0
lilivpan,gnsolito,Directed,5289,,,1.0
lilivpan,mercedesamgf1,Directed,5290,,,1.0
lilivpan,scuderiaferrari,Directed,5291,,,1.0
lilivpan,formulahumor,Directed,5292,,,1.0
lilivpan,scuderia7,Directed,5293,,,1.0
pimsterenberg,elierizkf1,Directed,5301,,,1.0
pimsterenberg,scuderiaferrari,Directed,5302,,,1.0
pimsterenberg,gianludale27,Directed,5303,,,1.0
pimsterenberg,sebvettelnews,Directed,5304,,,1.0
pimsterenberg,skysportsf1,Directed,5305,,,1.0
iceman7mouse,scuderiaferrari,Directed,5315,,,1.0
iceman7mouse,f1,Directed,5316,,,1.0
amsuazac,mralexf1,Directed,5323,,,1.0
amsuazac,sebvettelnews,Directed,5324,,,1.0
amsuazac,allthingsvettel,Directed,5325,,,1.0
oto_sports,redbullracing,Directed,5367,,,1.0
oto_sports,f1,Directed,5368,,,1.0
oto_sports,pirellisport,Directed,5369,,,1.0
oto_sports,valtteribottas,Directed,5370,,,1.0
oto_sports,mercedesamgf1,Directed,5371,,,1.0
rodrigopablopot,scuderiaferrari,Directed,5381,,,1.0
rodrigopablopot,f1,Directed,5382,,,1.0
rodrigopablopot,ausgrandprix,Directed,5383,,,1.0
motorsport_it,oconesteban,Directed,5384,,,1.0
motorsport_it,schecoperez,Directed,5385,,,1.0
baulemargherite,oconesteban,Directed,5386,,,1.0
baulemargherite,anto_giovinazzi,Directed,5387,,,1.0
baulemargherite,skysportf1hd,Directed,5388,,,1.0
lelecoccia,suttonimages,Directed,5434,,,1.0
lelecoccia,mercedesamgf1,Directed,5435,,,1.0
lelecoccia,lewishamilton,Directed,5436,,,1.0
portalwebperu,scuderiaferrari,Directed,5469,,,1.0
portalwebperu,f1,Directed,5470,,,1.0
joseotero773,mclarenf1,Directed,5492,,,1.0
joseotero773,scuderiaferrari,Directed,5493,,,1.0
joseotero773,f1,Directed,5494,,,1.0
cronoyellow27,anto_giovinazzi,Directed,5497,,,1.0
explenture,mercedesamgf1,Directed,5509,,,1.0
explenture,valtteribottas,Directed,5510,,,1.0
explenture,scuderiaferrari,Directed,5511,,,1.0
explenture,f1,Directed,5512,,,1.0
rajkumar_starz,mercedesamgf1,Directed,5513,,,1.0
rajkumar_starz,scuderiaferrari,Directed,5514,,,1.0
rajkumar_starz,formulahumor,Directed,5515,,,1.0
labebekiss,suttonimages,Directed,5522,,,1.0
juanbernalm,enricotornello,Directed,5523,,,1.0
juanbernalm,scuderiaferrari,Directed,5524,,,1.0
juanbernalm,f1,Directed,5525,,,1.0
lellilorenzo5,lewishamilton,Directed,5526,,,1.0
lellilorenzo5,mercedesamgf1,Directed,5527,,,1.0
carlitosj2011,carlitosj2011,Directed,5540,,,1.0
niall_o87,oconesteban,Directed,5542,,,1.0
niall_o87,forceindiaf1,Directed,5543,,,1.0
niall_o87,therealdcf1,Directed,5544,,,1.0
niall_o87,c4f1,Directed,5545,,,1.0
andrea90f1,kvyatofficial,Directed,5546,,,1.0
andrea90f1,andrea90f1,Directed,5547,,,1.0
kate_samayoa,allthingsvettel,Directed,5549,,,1.0
kate_samayoa,sebvettelnews,Directed,5550,,,1.0
kate_samayoa,scuderiaferrari,Directed,5551,,,1.0
kate_samayoa,f1,Directed,5552,,,1.0
nori_333,lewishamilton,Directed,5553,,,1.0
nori_333,alo_oficial,Directed,5554,,,1.0
nori_333,mercedesamgf1,Directed,5555,,,1.0
markel_tyler,scuderiaferrari,Directed,5564,,,1.0
markel_tyler,f1,Directed,5565,,,1.0
markel_tyler,ausgrandprix,Directed,5566,,,1.0
markel_tyler,mercedesamgf1,Directed,5567,,,1.0
markel_tyler,formulahumor,Directed,5568,,,1.0
aniketkhomane,ausgrandprix,Directed,5602,,,1.0
aniketkhomane,f1,Directed,5603,,,1.0
aniketkhomane,valtteribottas,Directed,5604,,,1.0
aniketkhomane,max33verstappen,Directed,5605,,,1.0
f1_girl_sv,andersonlaura12,Directed,5619,,,1.0
f1_girl_sv,renaultsportf1,Directed,5620,,,1.0
f1_girl_sv,f1,Directed,5621,,,1.0
f1_girl_sv,scuderiaferrari,Directed,5622,,,1.0
f1_girl_sv,gianludale27,Directed,5623,,,1.0
fatimazahra_s,scuderiaferrari,Directed,5628,,,1.0
fatimazahra_s,f1,Directed,5629,,,1.0
fatimazahra_s,fatimazahra_s,Directed,5630,,,1.0
amilcar07gm,alayzell20297,Directed,5632,,,1.0
amilcar07gm,essaarmsport,Directed,5633,,,1.0
amilcar07gm,nico_rosberg,Directed,5634,,,1.0
amilcar07gm,tororossospy,Directed,5636,,,1.0
januszcwikla,lewishamilton,Directed,5663,,,1.0
januszcwikla,valtteribottas,Directed,5664,,,1.0
januszcwikla,redbullracing,Directed,5665,,,1.0
januszcwikla,f1,Directed,5666,,,1.0
januszcwikla,scuderiaferrari,Directed,5667,,,1.0
andsonthacizio,scuderiaferrari,Directed,5676,,,1.0
andsonthacizio,f1,Directed,5677,,,1.0
andsonthacizio,mercedesamgf1,Directed,5678,,,1.0
andsonthacizio,valtteribottas,Directed,5679,,,1.0
marcos12091989,f1,Directed,5684,,,1.0
marcos12091989,anto_giovinazzi,Directed,5685,,,1.0
marcos12091989,oconesteban,Directed,5686,,,1.0
marcos12091989,forceindiaf1,Directed,5687,,,1.0
marcos12091989,wtf1official,Directed,5688,,,1.0
sftifosigr1,iceman7news,Directed,5691,,,1.0
sftifosigr1,scuderiaferrari,Directed,5692,,,1.0
sftifosigr1,sebvettelnews,Directed,5693,,,1.0
udithaumesh,therealdcf1,Directed,5702,,,1.0
udithaumesh,c4f1,Directed,5703,,,1.0
udithaumesh,redbullracing,Directed,5704,,,1.0
carvajavo,enricotornello,Directed,5710,,,1.0
bruce_lee23,f1,Directed,5734,,,1.0
bruce_lee23,scuderiaferrari,Directed,5735,,,1.0
bruce_lee23,mercedesamgf1,Directed,5736,,,1.0
xvillalba1,valtteribottas,Directed,5747,,,1.0
xvillalba1,f1,Directed,5748,,,1.0
xvillalba1,mercedesamgf1,Directed,5749,,,1.0
xvillalba1,lewishamilton,Directed,5750,,,1.0
f1ygolf,soy_f1,Directed,5757,,,1.0
f1ygolf,enricotornello,Directed,5758,,,1.0
allischacon,f1ygolf,Directed,5759,,,1.0
allischacon,scuderiaferrari,Directed,5760,,,1.0
allischacon,soy_f1,Directed,5761,,,1.0
fabi59460,f1,Directed,5766,,,1.0
fabi59460,danielricciardo,Directed,5767,,,1.0
fabi59460,scuderiaferrari,Directed,5768,,,1.0
fabi59460,oconesteban,Directed,5769,,,1.0
fabi59460,forceindiaf1,Directed,5770,,,1.0
fabi59460,ausgrandprix,Directed,5771,,,1.0
fabi59460,svandoorne,Directed,5772,,,1.0
fabi59460,mercedesamgf1,Directed,5773,,,1.0
fabi59460,valtteribottas,Directed,5774,,,1.0
fabi59460,max33verstappen,Directed,5775,,,1.0
william50386522,f1,Directed,5794,,,1.0
filippo898,gianludale27,Directed,5825,,,1.0
deportivamich,deportivamich,Directed,5847,,,1.0
deportivamich,schecoperez,Directed,5848,,,1.0
pvshatunov,mercedesamgf1,Directed,5872,,,1.0
pvshatunov,valtteribottas,Directed,5873,,,1.0
pvshatunov,scuderiaferrari,Directed,5874,,,1.0
jorge_rebe12,lewishamilton,Directed,5891,,,1.0
jorge_rebe12,alo_oficial,Directed,5892,,,1.0
jorge_rebe12,mercedesamgf1,Directed,5893,,,1.0
cheekycorini,channel4,Directed,5917,,,1.0
cheekycorini,ericsson_marcus,Directed,5918,,,1.0
cheekycorini,anto_giovinazzi,Directed,5919,,,1.0
cheekycorini,paddylowe,Directed,5920,,,1.0
cheekycorini,kvyatofficial,Directed,5921,,,1.0
cheekycorini,haasf1team,Directed,5923,,,1.0
cheekycorini,renaultsportf1,Directed,5924,,,1.0
cheekycorini,svandoorne,Directed,5925,,,1.0
cheekycorini,f1,Directed,5926,,,1.0
cheekycorini,suttonimages,Directed,5927,,,1.0
cheekycorini,mercedesamgf1,Directed,5928,,,1.0
cheekycorini,lewishamilton,Directed,5929,,,1.0
cheekycorini,aus_airforce,Directed,5930,,,1.0
cheekycorini,skysportsf1,Directed,5931,,,1.0
cheekycorini,hulkhulkenberg,Directed,5932,,,1.0
cheekycorini,scuderiaferrari,Directed,5933,,,1.0
cheekycorini,therealdcf1,Directed,5934,,,1.0
cheekycorini,c4f1,Directed,5935,,,1.0
cheekycorini,valtteribottas,Directed,5936,,,1.0
cheekycorini,aussiegrit,Directed,5937,,,1.0
cheekycorini,mclarenf1,Directed,5938,,,1.0
cheekycorini,sauberf1team,Directed,5939,,,1.0
cheekycorini,oconesteban,Directed,5940,,,1.0
cheekycorini,williamsracing,Directed,5941,,,1.0
cheekycorini,massafelipe19,Directed,5942,,,1.0
cheekycorini,forceindiaf1,Directed,5943,,,1.0
cheekycorini,f1fanatic_co_uk,Directed,5944,,,1.0
cheekycorini,carlossainz55,Directed,5945,,,1.0
lucasdeu,scuderiaferrari,Directed,5963,,,1.0
lucasdeu,f1,Directed,5964,,,1.0
lucasdeu,wtf1official,Directed,5965,,,1.0
evenstarsaima,scuderiaferrari,Directed,5973,,,1.0
evenstarsaima,f1,Directed,5974,,,1.0
evenstarsaima,pirellisport,Directed,5975,,,1.0
teamamgf1,mercedesamgf1,Directed,5985,,,1.0
teamamgf1,valtteribottas,Directed,5986,,,1.0
teamamgf1,lewishamilton,Directed,5987,,,1.0
teamamgf1,ausgrandprix,Directed,5988,,,1.0
teamamgf1,f1,Directed,5989,,,1.0
teamamgf1,oconesteban,Directed,5990,,,1.0
webbeloz,webbeloz,Directed,5997,,,1.0
john_stickel,scuderiaferrari,Directed,6000,,,1.0
john_stickel,f1,Directed,6001,,,1.0
willie_blanton,willie_blanton,Directed,6015,,,1.0
brunocaetanome2,lewishamilton,Directed,6032,,,1.0
brunocaetanome2,alo_oficial,Directed,6033,,,1.0
brunocaetanome2,mercedesamgf1,Directed,6034,,,1.0
afuerstenberg17,aussiegrit,Directed,6042,,,1.0
afuerstenberg17,scuderiaferrari,Directed,6043,,,1.0
afuerstenberg17,f1,Directed,6044,,,1.0
distandrea,valtteribottas,Directed,6057,,,1.0
distandrea,lewishamilton,Directed,6058,,,1.0
distandrea,skysportf1hd,Directed,6059,,,1.0
darioarv,scuderiaferrari,Directed,6064,,,1.0
darioarv,enricotornello,Directed,6065,,,1.0
darioarv,f1,Directed,6066,,,1.0
svandoornefans,svandoornefans,Directed,6079,,,1.0
svandoornefans,f1,Directed,6080,,,1.0
rickdamerau,sebvettelnews,Directed,6086,,,1.0
