Source;Target;weight
elegbete1;lewishamilton;1.0
sicial;sicial;1.0
sicial;scuderiaferrari;1.0
petersaddicted;gnsolito;1.0
petersaddicted;scuderiaferrari;1.0
petersaddicted;saetta_mcqueen;1.0
anamariia_k;valtteribottas;1.0
anamariia_k;mercedesamgf1;1.0
motorsport_it;f1;1.0
arthshelby;scuderiaferrari;1.0
arthshelby;arthshelby;1.0
julien_f1;wtf1official;1.0
julien_f1;ausgrandprix;1.0
julien_f1;f1;1.0
portalwebperu;portalwebperu;1.0
hashimamla03ha;aus_airforce;1.0
hashimamla03ha;danielricciardo;1.0
hashimamla03ha;redbullracing;1.0
williammwangi;nico_rosberg;1.0
williammwangi;valtteribottas;1.0
williammwangi;lewishamilton;1.0
williammwangi;mercedesamgf1;1.0
giovannipalmeri;mercedesamgf1;1.0
giovannipalmeri;scuderiaferrari;1.0
giovannipalmeri;formulahumor;1.0
john_stickel;valtteribottas;1.0
john_stickel;mercedesamgf1;1.0
jessychiap17;allthingsvettel;1.0
jessychiap17;sebvettelnews;1.0
jessychiap17;jessychiap17;1.0
jessychiap17;scuderiaferrari;1.0
1986juventus;scuderiaferrari;1.0
_moscardino;scuderiaferrari;1.0
_moscardino;f1;1.0
mynameisdomii;lewishamilton;1.0
mynameisdomii;mercedesamgf1;1.0
mynameisdomii;valtteribottas;1.0
megalomaxi92;forceindiaf1;1.0
megalomaxi92;scuderiaferrari;1.0
megalomaxi92;f1;1.0
ashdawson147;mclarenf1;1.0
ashdawson147;svandoorne;1.0
kupsie91;scuderiaferrari;1.0
kupsie91;mercedesamgf1;1.0
kupsie91;valtteribottas;1.0
jubilantgirl;skysportsf1;1.0
jubilantgirl;valtteribottas;1.0
jubilantgirl;mercedesamgf1;1.0
briceoka;scuderiaferrari;1.0
briceoka;f1;1.0
briceoka;nico_rosberg;1.0
briceoka;f1writers;1.0
adolfomontalvop;scuderiaferrari;1.0
adolfomontalvop;f1;1.0
adolfomontalvop;aztecadeportes;1.0
johnefekute;skysportsf1;1.0
johnefekute;valtteribottas;1.0
johnefekute;mercedesamgf1;1.0
johnefekute;lewishamilton;1.0
jess_car;f1;1.0
jess_car;jess_car;1.0
tigersolidsnake;scuderiaferrari;1.0
tigersolidsnake;f1;1.0
tigersolidsnake;sauberf1team;1.0
ganedrarama;scuderiaferrari;1.0
ganedrarama;ganedrarama;1.0
amsinyeccion;scuderiaferrari;1.0
amsinyeccion;f1;1.0
amsinyeccion;scuderia7;1.0
acarrilloa72;scuderiaferrari;1.0
acarrilloa72;f1;1.0
acarrilloa72;aztecadeportes;1.0
pangianpiter;scuderiaferrari;1.0
pangianpiter;f1;1.0
factuallmpala;jaxx_f1;1.0
factuallmpala;redbullracing;1.0
darck_smocks;f1;1.0
darck_smocks;aussiegrit;1.0
darck_smocks;gnsolito;1.0
darck_smocks;mercedesamgf1;1.0
darck_smocks;scuderiaferrari;1.0
darck_smocks;formulahumor;1.0
simply_formula;simply_formula;1.0
racetimeru;simply_formula;1.0
racetimeru;racetimeru;1.0
racetimeru;kvyatofficial;1.0
racetimeru;tororossospy;1.0
racetimeru;mercedesamgf1;1.0
racetimeru;nico_rosberg;1.0
nezuburu;scuderia7;1.0
nezuburu;shanewarne;1.0
nezuburu;f1hub;1.0
nezuburu;danielricciardo;1.0
nezuburu;ausgrandprix;1.0
nestor_cudra;f1latinamerica;1.0
nestor_cudra;f1;1.0
nestor_cudra;laf1surcanal;1.0
nestor_cudra;motorlat;1.0
nestor_cudra;forof1paraguay;1.0
nestor_cudra;scuderiaferrari;1.0
h3r3w3g03;mercedesamgf1;1.0
h3r3w3g03;valtteribottas;1.0
f1gregory;alo_oficial;1.0
f1gregory;max33verstappen;1.0
f1gregory;redbullracing;1.0
f1gregory;lewishamilton;1.0
f1gregory;mercedesamgf1;1.0
ryanlores;f1gregory;1.0
ryanlores;tororossospy;1.0
ryanlores;redbullracing;1.0
ryanlores;max33verstappen;1.0
carolbrnal;suttonimages;1.0
carolbrnal;mercedesamgf1;1.0
carolbrnal;lewishamilton;1.0
tandarica48;mclarenf1;1.0
tandarica48;svandoorne;1.0
tandarica48;alo_oficial;1.0
fred35warrior;sebvettelnews;1.0
fred35warrior;iceman7news;1.0
fred35warrior;f1;1.0
fred35warrior;scuderiaferrari;1.0
fred35warrior;f1fanatic_co_uk;1.0
fred35warrior;kimsterindo;1.0
agus420;rtlde;1.0
agus420;f1;1.0
agus420;podolski10;1.0
agus420;scuderiaferrari;1.0
nick_cat7;valtteribottas;1.0
nick_cat7;lewishamilton;1.0
nick_cat7;f1;1.0
nick_cat7;mercedesamgf1;1.0
io_miky;io_miky;1.0
io_miky;nico_rosberg;1.0
io_miky;scuderiaferrari;1.0
real_reka_chips;lewishamilton;1.0
real_reka_chips;mercedesamgf1;1.0
real_reka_chips;ausgrandprix;1.0
real_reka_chips;f1;1.0
fiendkh__xlil;suttonimages;1.0
fiendkh__xlil;mercedesamgf1;1.0
fiendkh__xlil;lewishamilton;1.0
clarosports;schecoperez;1.0
soul23man;f1latinamerica;1.0
soul23man;forof1paraguay;1.0
soul23man;f1;1.0
htswjgblues1;valtteribottas;1.0
htswjgblues1;lewishamilton;1.0
danielapili5;lewishamilton;1.0
danielapili5;mercedesamgf1;1.0
danielapili5;valtteribottas;1.0
danielapili5;redbullracing;1.0
juanbernalm;massafelipe19;1.0
juanbernalm;paddylowe;1.0
juanbernalm;williamsracing;1.0
juanbernalm;valtteribottas;1.0
juanbernalm;mercedesamgf1;1.0
juanbernalm;forceindiaf1;1.0
juanbernalm;oconesteban;1.0
juanbernalm;max33verstappen;1.0
juanbernalm;redbullracing;1.0
juanbernalm;aus_airforce;1.0
juanbernalm;danielricciardo;1.0
iceman7mouse;iceman7news;1.0
mapuxpohqvrc3bp;scuderiaferrari;1.0
mapuxpohqvrc3bp;f1;1.0
mapuxpohqvrc3bp;lewishamilton;1.0
the_awesone_19;mattzel89;1.0
the_awesone_19;laf1surcanal;1.0
the_awesone_19;scuderiaferrari;1.0
the_awesone_19;vettel_formel1;1.0
stelvio_tahiru;valtteribottas;1.0
stelvio_tahiru;lewishamilton;1.0
stelvio_tahiru;f1;1.0
stelvio_tahiru;mercedesamgf1;1.0
vineshvnair;gianludale27;1.0
vineshvnair;vineshvnair;1.0
cronoyellow27;cronoyellow27;1.0
santiravidlaspy;rtlde;1.0
santiravidlaspy;podolski10;1.0
santiravidlaspy;f1;1.0
santiravidlaspy;scuderiaferrari;1.0
skysport;danielricciardo;1.0
jaxx_f1;bah_int_circuit;1.0
eko_sap56963457;jaxx_f1;1.0
eko_sap56963457;f1fanatic_co_uk;1.0
eko_sap56963457;sebvettelnews;1.0
eko_sap56963457;kimsterindo;1.0
eko_sap56963457;a3formula1;1.0
eko_sap56963457;motorsport;1.0
tar_patri;scuderiaferrari;1.0
tar_patri;allthingsvettel;1.0
tar_patri;sebvettelnews;1.0
tar_patri;mralexf1;1.0
pietroserri;scuderiaferrari;1.0
pietroserri;f1;1.0
pietroserri;aztecadeportes;1.0
stormjnyoureyes;mercedesamgf1;1.0
stormjnyoureyes;scuderiaferrari;1.0
stormjnyoureyes;formulahumor;1.0
f1_daniel5;sebvettelnews;1.0
f1_daniel5;bah_int_circuit;1.0
tientamle;aus_airforce;1.0
tientamle;danielricciardo;1.0
tientamle;redbullracing;1.0
smolenskyandrew;kimsterindo;1.0
smolenskyandrew;kvyatofficial;1.0
smolenskyandrew;tororossospy;1.0
fishtrenado;f1;1.0
mattyc16_;mattyc16_;1.0
mattyc16_;scuderiaferrari;1.0
mattyc16_;f1;1.0
grantlawson80;scuderiaferrari;1.0
grantlawson80;f1;1.0
grantlawson80;skysportsf1;1.0
felipeferrari19;oconesteban;1.0
felipeferrari19;forceindiaf1;1.0
felipeferrari19;f1;1.0
endwnsud;mercedesamgf1;1.0
endwnsud;scuderiaferrari;1.0
endwnsud;formulahumor;1.0
jenlove48;kimsterindo;1.0
jenlove48;skytg24;1.0
wimsadmojo;mercedesamgf1;1.0
wimsadmojo;valtteribottas;1.0
wimsadmojo;f1;1.0
correntable;correntable;1.0
correntable;f1rai;1.0
correntable;formulahumor;1.0
correntable;f1;1.0
correntable;scuderiaferrari;1.0
maresjuan7;scuderiaferrari;1.0
maresjuan7;f1;1.0
maresjuan7;aztecadeportes;1.0
alexey0579;kvyatofficial;1.0
alexey0579;tororossospy;1.0
alexey0579;redbullracing;1.0
mamamadisons;suttonimages;1.0
mamamadisons;mercedesamgf1;1.0
mamamadisons;lewishamilton;1.0
motorsport;motorsport;1.0
srose93;motorsport;1.0
alexs1man;motorsport;1.0
srose93;srose93;1.0
alexs1man;srose93;1.0
alexs1man;alexs1man;1.0
amilcar07gm;valtteribottas;1.0
amilcar07gm;mercedesamgf1;1.0
cdl450tvr;bah_int_circuit;1.0
cdl450tvr;valtteribottas;1.0
cdl450tvr;mercedesamgf1;1.0
albertoguaranda;oconesteban;1.0
albertoguaranda;forceindiaf1;1.0
albertoguaranda;f1;1.0
flamminiog;scuderiaferrari;1.0
flamminiog;f1;1.0
flamminiog;danielricciardo;1.0
flamminiog;skysportf1hd;1.0
snktheone;sebvettelnews;1.0
snktheone;mercedesamgf1;1.0
snktheone;valtteribottas;1.0
mattiacorti21;valtteribottas;1.0
mattiacorti21;lewishamilton;1.0
mattiacorti21;skysportf1hd;1.0
mattiacorti21;scuderiaferrari;1.0
negro_piero;gnsolito;1.0
negro_piero;scuderiaferrari;1.0
negro_piero;f1;1.0
henry_albertof1;scuderiaferrari;1.0
henry_albertof1;f1;1.0
patrick_henz;scuderiaferrari;1.0
patrick_henz;f1;1.0
ezzy99_;max33verstappen;1.0
ezzy99_;f1;1.0
ezzy99_;scuderiaferrari;1.0
alfredobravo17;f1;1.0
alfredobravo17;f1latinamerica;1.0
alfredobravo17;scuderiaferrari;1.0
humbertodarold;a3formula1;1.0
humbertodarold;f1fanatic_co_uk;1.0
humbertodarold;valtteribottas;1.0
humbertodarold;mercedesamgf1;1.0
atljie;f1;1.0
atljie;atljie;1.0
aztecadeportes;scuderiaferrari;1.0
aztecadeportes;f1;1.0
nicolas58958140;aztecadeportes;1.0
nicolas58958140;sebvettelnews;1.0
nicolas58958140;laf1surcanal;1.0
nicolas58958140;motorlat;1.0
nicolas58958140;scuderiaferrari;1.0
nicolas58958140;f1;1.0
dan_rigsby;hulkhulkenberg;1.0
webbeloz;scuderiaferrari;1.0
webbeloz;f1;1.0
russellstranspo;russellstranspo;1.0
russellstranspo;a3formula1;1.0
cates_97;scuderiaferrari;1.0
cates_97;vettel_formel1;1.0
cates_97;sebvettelnews;1.0
simongbrooks;simongbrooks;1.0
nickyfox22;hondaracingf1;1.0
nickyfox22;wtf1official;1.0
nickyfox22;sebvettelnews;1.0
nickyfox22;svandoorne;1.0
nickyfox22;mclarenf1;1.0
nickyfox22;andersonlaura12;1.0
americoscatena;skytg24;1.0
americoscatena;anto_giovinazzi;1.0
americoscatena;f1rai;1.0
americoscatena;carlossainz55;1.0
americoscatena;scuderiaferrari;1.0
americoscatena;skysportf1hd;1.0
americoscatena;valtteribottas;1.0
americoscatena;lewishamilton;1.0
americoscatena;formulahumor;1.0
americoscatena;graftechweb;1.0
americoscatena;vettel_formel1;1.0
americoscatena;lovemaurizio;1.0
americoscatena;alessandrosala1;1.0
americoscatena;americoscatena;1.0
americoscatena;tororossospy;1.0
americoscatena;kvyatofficial;1.0
americoscatena;alo_oficial;1.0
lunaazul3003;mexicogp;1.0
lunaazul3003;schecoperez;1.0
lunaazul3003;scuderiaferrari;1.0
yhacbec;lovemaurizio;1.0
yhacbec;graftechweb;1.0
yhacbec;alessandrosala1;1.0
yhacbec;lewishamilton;1.0
yhacbec;mercedesamgf1;1.0
yhacbec;forceindiaf1;1.0
yhacbec;vettel_formel1;1.0
vettel_formel1;vettel_formel1;1.0
vettel_formel1;scuderiaferrari;1.0
isaias582;f1;1.0
isaias582;ausgrandprix;1.0
isaias582;scuderiaferrari;1.0
dukeroba;ausgrandprix;1.0
dukeroba;f1;1.0
dukeroba;redbullracing;1.0
goodwoodmar5hal;tororossospy;1.0
goodwoodmar5hal;mclarenf1;1.0
goodwoodmar5hal;scuderiaferrari;1.0
goodwoodmar5hal;redbullracing;1.0
goodwoodmar5hal;ausgrandprix;1.0
goodwoodmar5hal;f1;1.0
goodwoodmar5hal;valtteribottas;1.0
goodwoodmar5hal;mercedesamgf1;1.0
goodwoodmar5hal;skysportsf1;1.0
niccydarling;scuderiaferrari;1.0
niccydarling;f1;1.0
niccydarling;sebvettelnews;1.0
serycas;valtteribottas;1.0
serycas;lewishamilton;1.0
serycas;skysportf1hd;1.0
miguell47314920;max33verstappen;1.0
miguell47314920;scuderiaferrari;1.0
miguell47314920;f1;1.0
miguell47314920;ausgrandprix;1.0
miguell47314920;svandoorne;1.0
dan_rigsby;renaultsportf1;1.0
dan_rigsby;f1fanatic_co_uk;1.0
chrissiehotspur;dan_rigsby;1.0
chrissiehotspur;mclarenf1;1.0
andersonlaura12;andersonlaura12;1.0
chrissiehotspur;andersonlaura12;1.0
chrissiehotspur;forceindiaf1;1.0
chrissiehotspur;sebvettelnews;1.0
chrissiehotspur;svandoorne;1.0
altavelocidadtv;scuderiaferrari;1.0
altavelocidadtv;f1;1.0
altavelocidadtv;altavelocidadtv;1.0
delaclarinette;altavelocidadtv;1.0
delaclarinette;scuderiaferrari;1.0
delaclarinette;momentses;1.0
adorvehim;mercedesamgf1;1.0
adorvehim;scuderiaferrari;1.0
adorvehim;formulahumor;1.0
bizzartino;scuderiaferrari;1.0
bizzartino;f1;1.0
bizzartino;ausgrandprix;1.0
jeejily;valtteribottas;1.0
jeejily;mercedesamgf1;1.0
jeejily;lewishamilton;1.0
jeejily;redbullracing;1.0
jeejily;ausgrandprix;1.0
jeejily;f1;1.0
federicolescano;scuderiaferrari;1.0
federicolescano;federicolescano;1.0
dennybartowski;dennybartowski;1.0
dennybartowski;scuderiaferrari;1.0
skysportf1hd;danielricciardo;1.0
paciucci_olga;skysportf1hd;1.0
paciucci_olga;scuderiaferrari;1.0
paciucci_olga;f1;1.0
paciucci_olga;danielricciardo;1.0
avracing6;f1_vettel;1.0
avracing6;mercedesamgf1;1.0
avracing6;scuderiaferrari;1.0
serafinicole;mercedesamgf1;1.0
serafinicole;lewishamilton;1.0
serafinicole;scuderiaferrari;1.0
serafinicole;valtteribottas;1.0
crazymkenya;valtteribottas;1.0
crazymkenya;f1;1.0
crazymkenya;mercedesamgf1;1.0
c4f1;c4f1;1.0
c4f1;danielricciardo;1.0
lellilorenzo5;scuderiaferrari;1.0
momentses;momentses;1.0
aztecaguate;aztecaguate;1.0
kaenkay;ausgrandprix;1.0
kaenkay;f1;1.0
kaenkay;mercedesamgf1;1.0
kaenkay;valtteribottas;1.0
willie_blanton;mercedesamgf1;1.0
willie_blanton;lewishamilton;1.0
willie_blanton;scuderiaferrari;1.0
willie_blanton;f1;1.0
abschile;enricotornello;1.0
abschile;a3formula1;1.0
abschile;masterlap_com;1.0
abschile;nico_rosberg;1.0
abschile;scuderiaferrari;1.0
abschile;soy_f1;1.0
abschile;laf1surcanal;1.0
abschile;motorlat;1.0
abschile;telemetricof1;1.0
maui27575;formulahumor;1.0
maui27575;mercedesamgf1;1.0
maui27575;scuderiaferrari;1.0
saporteza;lewishamilton;1.0
saporteza;mercedesamgf1;1.0
saporteza;valtteribottas;1.0
redbullracing;redbullracing;1.0
mercedesamgf1;valtteribottas;1.0
seby_bastian;aussiegrit;1.0
seby_bastian;alo_oficial;1.0
seby_bastian;danielricciardo;1.0
seby_bastian;f1;1.0
seby_bastian;lewishamilton;1.0
seby_bastian;mercedesamgf1;1.0
mercedesamgf1;lewishamilton;1.0
mercedesamgf1;mercedesamgf1;1.0
dburgersdijk;f1;1.0
yas_ivettel;allthingsvettel;1.0
yas_ivettel;mralexf1;1.0
yas_ivettel;sebvettelnews;1.0
yas_ivettel;scuderiaferrari;1.0
yas_ivettel;f1;1.0
forof1paraguay;f1;1.0
djpbut;mattzel89;1.0
automovilclick;telemetricof1;1.0
automovilclick;laf1surcanal;1.0
automovilclick;motorlat;1.0
automovilclick;soy_f1;1.0
forof1paraguay;forof1paraguay;1.0
bailo18lorena;skytg24;1.0
bailo18lorena;valtteribottas;1.0
bailo18lorena;lewishamilton;1.0
bailo18lorena;skysportf1hd;1.0
bailo18lorena;scuderiaferrari;1.0
hedelmelo;f1;1.0
hedelmelo;mercedesamgf1;1.0
hedelmelo;valtteribottas;1.0
trbu56;f1;1.0
trbu56;oconesteban;1.0
trbu56;forceindiaf1;1.0
thaisbehs;redbullracing;1.0
thaisbehs;tororossospy;1.0
thaisbehs;danielricciardo;1.0
godoy7967;f1latinamerica;1.0
godoy7967;valtteribottas;1.0
godoy7967;f1;1.0
berch_7;valtteribottas;1.0
berch_7;lewishamilton;1.0
berch_7;skysportf1hd;1.0
siddiqbashar;gianludale27;1.0
siddiqbashar;f1;1.0
siddiqbashar;scuderiaferrari;1.0
siddiqbashar;redbullracing;1.0
naz3em;scuderiaferrari;1.0
naz3em;svandoorne;1.0
naz3em;f1;1.0
agus420;f1_paraguay;1.0
cineriz;kvyatofficial;1.0
cineriz;tororossospy;1.0
cineriz;carlossainz55;1.0
kkkrisuuu;scuderiaferrari;1.0
kkkrisuuu;mercedesamgf1;1.0
kkkrisuuu;valtteribottas;1.0
ffsgiovinco;scuderiaferrari;1.0
ffsgiovinco;f1;1.0
jero_charlone;f1;1.0
jero_charlone;suttonimages;1.0
jero_charlone;mercedesamgf1;1.0
jero_charlone;lewishamilton;1.0
josephf198;scuderiaferrari;1.0
josephf198;f1;1.0
sarafer91906692;oconesteban;1.0
sarafer91906692;anto_giovinazzi;1.0
sarafer91906692;skysportf1hd;1.0
mcrisever;pirellisport;1.0
mcrisever;scuderiaferrari;1.0
mcrisever;f1;1.0
cdjlvv;scuderiaferrari;1.0
cdjlvv;f1;1.0
cdjlvv;schecoperez;1.0
danielsahne94;mercedesamgf1;1.0
mireillebrigit;forceindiaf1;1.0
mireillebrigit;massafelipe19;1.0
mireillebrigit;williamsracing;1.0
mireillebrigit;fia_formula_1;1.0
maiky_spindle;lewishamilton;1.0
maiky_spindle;alo_oficial;1.0
maiky_spindle;mercedesamgf1;1.0
camigl10;scuderiaferrari;1.0
beglamourf1;valtteribottas;1.0
beglamourf1;f1;1.0
beglamourf1;scuderiaferrari;1.0
krloscm_;scuderiaferrari;1.0
krloscm_;f1;1.0
krloscm_;skysportsf1;1.0
robinso47933191;f1;1.0
robinso47933191;mercedesamgf1;1.0
robinso47933191;valtteribottas;1.0
georgeyhowson95;essaargp;1.0
georgeyhowson95;ajl_f1;1.0
scud3k_;scud3k_;1.0
knightcharon;mclarenf1;1.0
knightcharon;svandoorne;1.0
knightcharon;f1;1.0
knightcharon;scuderiaferrari;1.0
scarro_ny;oconesteban;1.0
scarro_ny;anto_giovinazzi;1.0
scarro_ny;skysportf1hd;1.0
patrick_henz;fansofkr;1.0
beltramopaolo;oconesteban;1.0
beltramopaolo;anto_giovinazzi;1.0
beltramopaolo;skysportf1hd;1.0
jgrodriguesf;masterlap_com;1.0
jgrodriguesf;valtteribottas;1.0
jgrodriguesf;lewishamilton;1.0
fansofkr;fansofkr;1.0
fersantangelo;fansofkr;1.0
fersantangelo;enricotornello;1.0
fersantangelo;scuderiaferrari;1.0
fersantangelo;vettel_formel1;1.0
fersantangelo;scuderiafe;1.0
fersantangelo;sebvettelnews;1.0
fersantangelo;gianludale27;1.0
videsjavi;gianludale27;1.0
videsjavi;scuderiaferrari;1.0
videsjavi;f1;1.0
natan_silva77;scuderiaferrari;1.0
natan_silva77;f1;1.0
yt5528;lewishamilton;1.0
yt5528;alo_oficial;1.0
yt5528;mercedesamgf1;1.0
adhyra80;renaultsportf1;1.0
yhacbec;f1;1.0
yhacbec;sebvettelnews;1.0
yhacbec;allthingsvettel;1.0
kendizzlex3;scuderiaferrari;1.0
kendizzlex3;f1;1.0
danielapili5;pieroladisa;1.0
hzq_hzmn;scuderiaferrari;1.0
hzq_hzmn;f1;1.0
hzq_hzmn;redbullracing;1.0
abaza738;f1;1.0
omega112;scuderiaferrari;1.0
omega112;f1;1.0
omega112;lewishamilton;1.0
steffylucchy;valtteribottas;1.0
steffylucchy;lewishamilton;1.0
steffylucchy;skysportf1hd;1.0
henry_albertof1;mexicogp;1.0
2323232gshgsh;aus_airforce;1.0
2323232gshgsh;danielricciardo;1.0
2323232gshgsh;redbullracing;1.0
lilivpan;renaultsportf1;1.0
lilivpan;max33verstappen;1.0
lilivpan;f1;1.0
lilivpan;ausgrandprix;1.0
lilivpan;gnsolito;1.0
lilivpan;mercedesamgf1;1.0
lilivpan;scuderiaferrari;1.0
lilivpan;formulahumor;1.0
lilivpan;scuderia7;1.0
pimsterenberg;elierizkf1;1.0
pimsterenberg;scuderiaferrari;1.0
pimsterenberg;gianludale27;1.0
pimsterenberg;sebvettelnews;1.0
pimsterenberg;skysportsf1;1.0
iceman7mouse;scuderiaferrari;1.0
iceman7mouse;f1;1.0
amsuazac;mralexf1;1.0
amsuazac;sebvettelnews;1.0
amsuazac;allthingsvettel;1.0
oto_sports;redbullracing;1.0
oto_sports;f1;1.0
oto_sports;pirellisport;1.0
oto_sports;valtteribottas;1.0
oto_sports;mercedesamgf1;1.0
rodrigopablopot;scuderiaferrari;1.0
rodrigopablopot;f1;1.0
rodrigopablopot;ausgrandprix;1.0
motorsport_it;oconesteban;1.0
motorsport_it;schecoperez;1.0
baulemargherite;oconesteban;1.0
baulemargherite;anto_giovinazzi;1.0
baulemargherite;skysportf1hd;1.0
lelecoccia;suttonimages;1.0
lelecoccia;mercedesamgf1;1.0
lelecoccia;lewishamilton;1.0
portalwebperu;scuderiaferrari;1.0
portalwebperu;f1;1.0
joseotero773;mclarenf1;1.0
joseotero773;scuderiaferrari;1.0
joseotero773;f1;1.0
cronoyellow27;anto_giovinazzi;1.0
explenture;mercedesamgf1;1.0
explenture;valtteribottas;1.0
explenture;scuderiaferrari;1.0
explenture;f1;1.0
rajkumar_starz;mercedesamgf1;1.0
rajkumar_starz;scuderiaferrari;1.0
rajkumar_starz;formulahumor;1.0
labebekiss;suttonimages;1.0
juanbernalm;enricotornello;1.0
juanbernalm;scuderiaferrari;1.0
juanbernalm;f1;1.0
lellilorenzo5;lewishamilton;1.0
lellilorenzo5;mercedesamgf1;1.0
carlitosj2011;carlitosj2011;1.0
niall_o87;oconesteban;1.0
niall_o87;forceindiaf1;1.0
niall_o87;therealdcf1;1.0
niall_o87;c4f1;1.0
andrea90f1;kvyatofficial;1.0
andrea90f1;andrea90f1;1.0
kate_samayoa;allthingsvettel;1.0
kate_samayoa;sebvettelnews;1.0
kate_samayoa;scuderiaferrari;1.0
kate_samayoa;f1;1.0
nori_333;lewishamilton;1.0
nori_333;alo_oficial;1.0
nori_333;mercedesamgf1;1.0
markel_tyler;scuderiaferrari;1.0
markel_tyler;f1;1.0
markel_tyler;ausgrandprix;1.0
markel_tyler;mercedesamgf1;1.0
markel_tyler;formulahumor;1.0
aniketkhomane;ausgrandprix;1.0
aniketkhomane;f1;1.0
aniketkhomane;valtteribottas;1.0
aniketkhomane;max33verstappen;1.0
f1_girl_sv;andersonlaura12;1.0
f1_girl_sv;renaultsportf1;1.0
f1_girl_sv;f1;1.0
f1_girl_sv;scuderiaferrari;1.0
f1_girl_sv;gianludale27;1.0
fatimazahra_s;scuderiaferrari;1.0
fatimazahra_s;f1;1.0
fatimazahra_s;fatimazahra_s;1.0
amilcar07gm;alayzell20297;1.0
amilcar07gm;essaarmsport;1.0
amilcar07gm;nico_rosberg;1.0
amilcar07gm;tororossospy;1.0
januszcwikla;lewishamilton;1.0
januszcwikla;valtteribottas;1.0
januszcwikla;redbullracing;1.0
januszcwikla;f1;1.0
januszcwikla;scuderiaferrari;1.0
andsonthacizio;scuderiaferrari;1.0
andsonthacizio;f1;1.0
andsonthacizio;mercedesamgf1;1.0
andsonthacizio;valtteribottas;1.0
marcos12091989;f1;1.0
marcos12091989;anto_giovinazzi;1.0
marcos12091989;oconesteban;1.0
marcos12091989;forceindiaf1;1.0
marcos12091989;wtf1official;1.0
sftifosigr1;iceman7news;1.0
sftifosigr1;scuderiaferrari;1.0
sftifosigr1;sebvettelnews;1.0
udithaumesh;therealdcf1;1.0
udithaumesh;c4f1;1.0
udithaumesh;redbullracing;1.0
carvajavo;enricotornello;1.0
bruce_lee23;f1;1.0
bruce_lee23;scuderiaferrari;1.0
bruce_lee23;mercedesamgf1;1.0
xvillalba1;valtteribottas;1.0
xvillalba1;f1;1.0
xvillalba1;mercedesamgf1;1.0
xvillalba1;lewishamilton;1.0
f1ygolf;soy_f1;1.0
f1ygolf;enricotornello;1.0
allischacon;f1ygolf;1.0
allischacon;scuderiaferrari;1.0
allischacon;soy_f1;1.0
fabi59460;f1;1.0
fabi59460;danielricciardo;1.0
fabi59460;scuderiaferrari;1.0
fabi59460;oconesteban;1.0
fabi59460;forceindiaf1;1.0
fabi59460;ausgrandprix;1.0
fabi59460;svandoorne;1.0
fabi59460;mercedesamgf1;1.0
fabi59460;valtteribottas;1.0
fabi59460;max33verstappen;1.0
william50386522;f1;1.0
filippo898;gianludale27;1.0
deportivamich;deportivamich;1.0
deportivamich;schecoperez;1.0
pvshatunov;mercedesamgf1;1.0
pvshatunov;valtteribottas;1.0
pvshatunov;scuderiaferrari;1.0
jorge_rebe12;lewishamilton;1.0
jorge_rebe12;alo_oficial;1.0
jorge_rebe12;mercedesamgf1;1.0
cheekycorini;channel4;1.0
cheekycorini;ericsson_marcus;1.0
cheekycorini;anto_giovinazzi;1.0
cheekycorini;paddylowe;1.0
cheekycorini;kvyatofficial;1.0
cheekycorini;haasf1team;1.0
cheekycorini;renaultsportf1;1.0
cheekycorini;svandoorne;1.0
cheekycorini;f1;1.0
cheekycorini;suttonimages;1.0
cheekycorini;mercedesamgf1;1.0
cheekycorini;lewishamilton;1.0
cheekycorini;aus_airforce;1.0
cheekycorini;skysportsf1;1.0
cheekycorini;hulkhulkenberg;1.0
cheekycorini;scuderiaferrari;1.0
cheekycorini;therealdcf1;1.0
cheekycorini;c4f1;1.0
cheekycorini;valtteribottas;1.0
cheekycorini;aussiegrit;1.0
cheekycorini;mclarenf1;1.0
cheekycorini;sauberf1team;1.0
cheekycorini;oconesteban;1.0
cheekycorini;williamsracing;1.0
cheekycorini;massafelipe19;1.0
cheekycorini;forceindiaf1;1.0
cheekycorini;f1fanatic_co_uk;1.0
cheekycorini;carlossainz55;1.0
lucasdeu;scuderiaferrari;1.0
lucasdeu;f1;1.0
lucasdeu;wtf1official;1.0
evenstarsaima;scuderiaferrari;1.0
evenstarsaima;f1;1.0
evenstarsaima;pirellisport;1.0
teamamgf1;mercedesamgf1;1.0
teamamgf1;valtteribottas;1.0
teamamgf1;lewishamilton;1.0
teamamgf1;ausgrandprix;1.0
teamamgf1;f1;1.0
teamamgf1;oconesteban;1.0
webbeloz;webbeloz;1.0
john_stickel;scuderiaferrari;1.0
john_stickel;f1;1.0
willie_blanton;willie_blanton;1.0
brunocaetanome2;lewishamilton;1.0
brunocaetanome2;alo_oficial;1.0
brunocaetanome2;mercedesamgf1;1.0
afuerstenberg17;aussiegrit;1.0
afuerstenberg17;scuderiaferrari;1.0
afuerstenberg17;f1;1.0
distandrea;valtteribottas;1.0
distandrea;lewishamilton;1.0
distandrea;skysportf1hd;1.0
darioarv;scuderiaferrari;1.0
darioarv;enricotornello;1.0
darioarv;f1;1.0
svandoornefans;svandoornefans;1.0
svandoornefans;f1;1.0
rickdamerau;sebvettelnews;1.0
rickdamerau;scuderiaferrari;1.0
rickdamerau;f1;1.0
dburgersdijk;scuderiaferrari;1.0
dburgersdijk;pirellisport;1.0
