id;label;timeset;followed;followers;tweets;favorites;time zone;modularity_class
sw_156;sw_156;;819;213;1872;7160;;0
arrowslinger72;arrowslinger72;;475;213;6591;2009;;0
cdjlvv;cdjlvv;;486;213;17772;96;;7
raf_alin;raf_alin;;193;213;21681;4320;Madrid;0
grandprixfundf1;grandprixfundf1;;318;213;6064;948;America/Los_Angeles;2
itsahstweets;itsahstweets;;339;212;4312;4952;Kolkata;0
drfranzpuyol;drfranzpuyol;;612;212;316;96;Eastern Time (US & Canada);0
f1tomi8;f1tomi8;;746;212;4227;19421;Budapest;0
dengash1;dengash1;;4102;212;6342;17398;;0
albifaizal;albifaizal;;465;211;15197;540;Jakarta;0
ss_may5;ss_may5;;126;211;35568;53647;Brasilia;4
trends5au;trends5au;;19;211;2919;0;;0
real_vanacker;real_vanacker;;420;210;11308;408;Central Time (US & Canada);0
yvader;yvader;;649;210;5153;1790;;0
lillexasays;lillexasays;;250;209;4617;3158;Central Time (US & Canada);0
omega112;omega112;;487;209;21110;3983;Eastern Time (US & Canada);3
yas_ivettel;yas_ivettel;;345;209;39745;7376;Brussels;3
ciaradunleavy;ciaradunleavy;;486;209;1563;240;Dublin;0
dcolcamp;dcolcamp;;494;209;25097;1534;Greenland;0
maxkabasa;maxkabasa;;226;209;1486;433;Greenland;0
eugeneizaka;eugeneizaka;;223;209;1953;315;Atlantic Time (Canada);0
alex_doncea;alex_doncea;;286;208;5781;7859;Eastern Time (US & Canada);0
antonio60real;antonio60real;;425;208;1218;543;Madrid;0
dannydeustachio;dannydeustachio;;758;208;2056;1029;Atlantic Time (Canada);0
ernes1391;ernes1391;;525;208;3163;815;;0
artolaander;artolaander;;883;208;12827;5101;Madrid;0
giovannisal91;giovannisal91;;411;208;7043;10262;Rome;0
tommyerre;tommyerre;;433;208;7776;48461;Greenland;0
riley0317;riley0317;;128;208;60001;502;Tokyo;0
martin_brnvl;martin_brnvl;;536;208;1956;778;Paris;0
fuckaparrotada1;fuckaparrotada1;;173;208;4115;691;;0
prot;prot;;675;207;465;11;Brisbane;0
dodoextinct;dodoextinct;;1247;207;4253;2141;Pacific Time (US & Canada);0
andry788;andry788;;351;207;4235;2519;;0
amaury_ad9;amaury_ad9;;125;207;15614;3339;Central Time (US & Canada);0
basherbrown;basherbrown;;408;207;1605;154;;0
realsplusk;realsplusk;;306;207;11385;85;Zagreb;0
sloveniansonic;sloveniansonic;;773;206;5611;515;Ljubljana;0
francisc_44;francisc_44;;111;206;8686;4812;Pacific Time (US & Canada);0
nachogbm;nachogbm;;431;206;4460;901;Madrid;0
mjrracing036;mjrracing036;;708;206;1765;760;;0
roe666hahn;roe666hahn;;789;206;4693;5757;;0
jorge_albarranr;jorge_albarranr;;268;206;3459;1039;Mountain Time (US & Canada);0
doctor46th;doctor46th;;765;206;13813;7185;Melbourne;0
gittesorensen;gittesorensen;;575;206;798;58;Mountain Time (US & Canada);0
streethawk70;streethawk70;;52;206;166843;753;Rome;0
luxundead;luxundead;;459;206;21575;223;Caracas;0
dreka50;dreka50;;195;206;23596;2797;Amsterdam;0
navarro0502;navarro0502;;147;205;4089;1519;Mexico City;0
sentyaki;sentyaki;;237;205;5936;137;Bangkok;0
30_gorilla;30_gorilla;;393;205;4291;11015;;0
santing1997;santing1997;;219;205;1679;1705;Pacific Time (US & Canada);0
leonettu;leonettu;;1823;204;742;183;Caracas;0
alex11venancio;alex11venancio;;359;204;2136;469;;0
viicfirth;viicfirth;;653;204;4491;239;Brasilia;0
matthewnotmatt;matthewnotmatt;;423;204;13512;2357;London;0
we_summit;we_summit;;226;204;513;237;;0
caradowkesx;caradowkesx;;197;204;693;629;Casablanca;0
jorgegutisola;jorgegutisola;;328;203;9206;40;;0
mrblueskyy;mrblueskyy;;467;203;4211;1126;Central Time (US & Canada);0
dukeroba;dukeroba;;235;203;280;340;;4
one_topsy;one_topsy;;506;202;2680;27;West Central Africa;0
nicofarella;nicofarella;;874;202;1308;1004;Rome;0
matibattochia;matibattochia;;221;202;12775;510;Buenos Aires;0
leozsanti;leozsanti;;661;202;28321;5088;;0
gundelgoethe;gundelgoethe;;180;201;5399;51602;;0
watchyourpack_;watchyourpack_;;491;201;5166;7054;Pacific Time (US & Canada);0
filhopaulo2012;filhopaulo2012;;130;201;37126;34528;;3
_nicocaputo;_nicocaputo;;258;201;14083;714;Buenos Aires;0
tomking89;tomking89;;396;201;789;268;;0
meriuska;meriuska;;531;201;7124;377;London;3
glasgowscotsmen;glasgowscotsmen;;505;200;1137;658;;0
asutoshparida;asutoshparida;;531;200;5862;179;New Delhi;0
miroa_adamon;miroa_adamon;;504;200;4259;10446;Fiji;0
florientgazon;florientgazon;;83;200;10635;1775;Athens;0
vremennyi_nik;vremennyi_nik;;252;200;18085;6983;St. Petersburg;0
noon_39267;noon_39267;;14;199;24085;3347;Jakarta;0
cesarstanley;cesarstanley;;1072;199;2049;4517;;0
ingwpolanco;ingwpolanco;;414;199;2692;758;;0
teammignolet22;teammignolet22;;198;199;7317;7630;Brussels;0
xavo_gallegos;xavo_gallegos;;177;199;7960;391;Quito;0
chiaralea14;chiaralea14;;445;199;6126;8864;;0
f1_kus;f1_kus;;132;198;20087;158;Central Time (US & Canada);0
ollie_underwood;ollie_underwood;;685;198;12432;6154;London;0
f1ygolf;f1ygolf;;145;198;2027;168;Caracas;7
systemnor;systemnor;;295;198;47587;645;Central America;0
cconcep240;cconcep240;;1163;197;1344;1000;Arizona;7
scarro_ny;scarro_ny;;252;197;910;864;Rome;5
delavallee27;delavallee27;;127;196;21947;8171;;7
lordshean;lordshean;;443;196;3832;2342;Europe/Rome;0
tama_thatsme;tama_thatsme;;341;196;17680;5181;Casablanca;0
elmoigle_98;elmoigle_98;;808;196;9822;22648;Pacific Time (US & Canada);0
fmont_89;fmont_89;;102;196;11443;402;Tokyo;0
jebuz18;jebuz18;;909;196;5903;470;;0
newspeoplesport;newspeoplesport;;1395;196;3750;844;Amsterdam;0
riazsharif;riazsharif;;645;196;801;8;Karachi;0
moey2612;moey2612;;767;196;24399;8548;;2
sahilsatralkar;sahilsatralkar;;1039;195;6465;6390;;0
tf1c_ferrari;tf1c_ferrari;;9;195;9271;0;;0
mattiamaestri46;mattiamaestri46;;1206;195;2757;966;;0
miikumiau;miikumiau;;241;194;15618;6837;Santiago;0
tommuz24;tommuz24;;1354;194;1353;1360;Pacific Time (US & Canada);0
jaime_alcalde;jaime_alcalde;;690;194;1456;203;Madrid;0
jacobochoren;jacobochoren;;689;194;37304;16526;;0
raceglobe;raceglobe;;652;194;4767;49;Saskatchewan;0
ciaoracing;ciaoracing;;354;193;11116;7253;;0
aldrinlmendez;aldrinlmendez;;373;193;2347;1611;Eastern Time (US & Canada);0
thedevilcasm;thedevilcasm;;1203;193;531;1371;;0
mugenr3;mugenr3;;218;193;7615;9864;Pacific Time (US & Canada);0
gamer666gtx;gamer666gtx;;239;193;5285;76855;Paris;0
ed96webchannel;ed96webchannel;;917;193;27748;20584;Rome;2
f1gemma;f1gemma;;708;192;598;82;;0
joseborrero;joseborrero;;622;192;3443;47;Caracas;0
johnny_nel80;johnny_nel80;;661;192;1193;40;Pacific Time (US & Canada);0
rubenmediano;rubenmediano;;365;192;5422;16;Athens;0
mauroyv;mauroyv;;184;192;212;20;America/Caracas;0
christo62704530;christo62704530;;235;192;3620;2008;;0
tokiojones;tokiojones;;185;191;5299;5211;;0
sgommo;sgommo;;29;191;7867;1;Rome;0
stephenluick;stephenluick;;1083;191;2143;2659;;0
skeggia;skeggia;;765;191;2159;209;Europe/Rome;0
miguelrm67;miguelrm67;;435;191;1992;1663;;0
pvshatunov;pvshatunov;;347;191;17942;4373;;2
eventosrocinha;eventosrocinha;;1007;190;5198;5977;;0
maratahnee;maratahnee;;347;190;9167;6497;Rome;0
philfagan;philfagan;;947;190;1989;932;Europe/Dublin;0
najigotze10;najigotze10;;317;190;47120;46793;Berlin;0
ikermesaim;ikermesaim;;346;190;5778;1528;Madrid;0
luisefj10;luisefj10;;1020;190;3868;1867;;0
sana_annri_qma;sana_annri_qma;;258;190;41970;536;Tokyo;0
biasicarletta;biasicarletta;;735;189;2673;1527;Rome;0
emanalmutiry_2;emanalmutiry_2;;176;189;2764;379;International Date Line West;0
daniel__84;daniel__84;;224;189;6842;40;Santiago;0
antonisdousis;antonisdousis;;632;189;805;423;;0
shikha_chopra;shikha_chopra;;162;189;8495;6604;London;0
13rpr;13rpr;;292;189;11919;1116;Madrid;0
azenaia;azenaia;;153;189;16200;11774;Greenland;0
polroyes;polroyes;;305;189;3291;518;Amsterdam;0
andrew_t1989;andrew_t1989;;78;188;55167;30339;;0
anea_mg;anea_mg;;338;188;2703;2441;Athens;0
ysshollywood;ysshollywood;;373;188;11300;0;;0
mal_anazi;mal_anazi;;392;188;2281;512;Baghdad;0
andlookatthat;andlookatthat;;962;188;2612;2002;;0
davidborjaq;davidborjaq;;71;187;4343;7116;Mexico City;0
jimbogekko;jimbogekko;;365;187;408;27;La Paz;0
mrdagz;mrdagz;;290;187;17779;1274;London;0
tetsu411028;tetsu411028;;251;187;3391;14211;Pacific Time (US & Canada);0
rachelwynn;rachelwynn;;160;187;4452;2367;London;0
sambaker242;sambaker242;;567;187;3224;831;;0
nina_bosnjak;nina_bosnjak;;305;186;195;1107;Central Time (US & Canada);0
maumartinez1969;maumartinez1969;;325;186;9526;5862;;0
icolomboa;icolomboa;;237;186;5928;596;Rome;0
thedharveen;thedharveen;;506;186;874;402;Kuala Lumpur;0
jessychiap17;jessychiap17;;281;186;3546;3490;Athens;3
dominguez_atm;dominguez_atm;;130;186;1936;425;;0
zaidmathbout;zaidmathbout;;253;185;1286;4010;Baghdad;0
ciskedi;ciskedi;;475;185;4669;200;Hawaii;0
marconhamandu;marconhamandu;;336;185;19107;5889;Santiago;0
januszcwikla;januszcwikla;;401;185;5231;36962;Ljubljana;2
joanne7r;joanne7r;;313;185;4317;7484;London;2
frida_pl;frida_pl;;852;185;16023;64;Mexico City;0
mahmad4457;mahmad4457;;794;185;28013;15;;2
johnkenten;johnkenten;;233;184;12230;6542;;0
n73david;n73david;;141;184;2797;1413;;0
blue85205210;blue85205210;;238;184;3434;1132;;0
revolucionesami;revolucionesami;;1069;184;3891;282;Eastern Time (US & Canada);0
flatpicker89;flatpicker89;;320;184;2127;100;Rome;0
aitor10000;aitor10000;;550;183;3036;292;Hawaii;2
machariasp;machariasp;;153;183;4138;468;;0
beyondgtstreet;beyondgtstreet;;72;183;24824;28;Brasilia;0
escalante11_;escalante11_;;305;183;16749;668;Central Time (US & Canada);0
shariar_r;shariar_r;;26;183;35874;5092;;0
agusmoralescal;agusmoralescal;;263;182;5555;7;Madrid;0
krushnak9;krushnak9;;296;182;2231;7222;;0
maurugeon;maurugeon;;144;182;1622;1511;;0
richardson292;richardson292;;551;181;8410;4890;Edinburgh;0
harshad83;harshad83;;149;181;4630;1156;New Delhi;0
orimotor;orimotor;;533;181;373;142;;0
arnaldoleone;arnaldoleone;;499;181;7689;46;Caracas;0
isaac_930;isaac_930;;188;181;14707;12581;Mazatlan;0
adrianrufo;adrianrufo;;165;181;3031;3532;Pacific Time (US & Canada);0
calebo_088;calebo_088;;238;180;1550;768;;0
scud3k_;scud3k_;;541;180;8842;1752;Pacific Time (US & Canada);3
lucaribes;lucaribes;;356;180;7784;2127;Rome;0
ezzy99_;ezzy99_;;148;180;6765;1558;Hanoi;4
marthoogeveen;marthoogeveen;;73;179;66349;56937;Amsterdam;0
yasinozturrk;yasinozturrk;;54;179;591;1524;Greenland;0
hernandezf1;hernandezf1;;957;179;2511;146;Pacific Time (US & Canada);0
vettelgirluk;vettelgirluk;;104;179;5773;512;London;0
gnsolito;gnsolito;;932;178;1680;1426;Rome;2
jotajedi;jotajedi;;567;178;660;120;;0
f1_deanoo;f1_deanoo;;293;178;362;1526;Pacific Time (US & Canada);0
d_victormartil;d_victormartil;;137;177;2171;1649;Madrid;7
guillermorbido;guillermorbido;;869;177;1904;768;Mexico City;0
belfastnight;belfastnight;;2;177;10367;10;London;0
andrew_abh96;andrew_abh96;;503;177;451;126;;0
f1meg;f1meg;;244;177;10320;36;Pacific Time (US & Canada);0
namelessjulie;namelessjulie;;68;177;30828;296;Kyiv;0
leshonjl;leshonjl;;393;177;4108;5236;Pacific Time (US & Canada);0
shiv_shankar;shiv_shankar;;752;177;887;186;Chennai;0
destiny0411;destiny0411;;448;177;1962;453;;0
wnbpdot;wnbpdot;;103;177;22620;905;Tokyo;0
adrianlg45;adrianlg45;;102;176;37511;41178;;0
olwenhoff;olwenhoff;;333;176;11645;17192;Pretoria;0
gemajoepirela;gemajoepirela;;495;175;1102;226;;0
griezmilann;griezmilann;;81;175;157627;20940;Rome;0
rajkumar_starz;rajkumar_starz;;548;175;11727;3161;;2
adriaanslabbert;adriaanslabbert;;78;175;5307;1934;Pretoria;0
hdralvarado;hdralvarado;;389;175;1383;480;Eastern Time (US & Canada);0
allischacon;allischacon;;19;175;6952;4;America/Bogota;7
ccadamblackwell;ccadamblackwell;;76;175;1913;2846;;0
intenbestarii;intenbestarii;;91;175;13657;703;Bangkok;0
polng5;polng5;;165;174;7899;96;;0
mauadv;mauadv;;120;174;4537;99;Amsterdam;0
falzonait;falzonait;;182;174;2574;6426;;0
sasmish;sasmish;;190;174;1029;3342;Central Time (US & Canada);0
claudiocarta17;claudiocarta17;;1328;174;5971;4891;;0
matt212gaming;matt212gaming;;229;173;1292;1269;;0
seryducezza;seryducezza;;322;173;7533;2735;Athens;0
afuerstenberg17;afuerstenberg17;;562;173;8480;6042;;6
la_maxima_net;la_maxima_net;;235;173;7084;41;Buenos Aires;0
ulibritos;ulibritos;;402;173;4282;280;;0
nanis_ruiz;nanis_ruiz;;435;172;572;454;;0
claucusano;claucusano;;178;172;7934;3721;Atlantic Time (Canada);0
alexhurtadoc;alexhurtadoc;;217;172;8591;964;;0
matthewboughen1;matthewboughen1;;1324;172;482;328;London;0
sportnation_de;sportnation_de;;125;172;1632;352;Berlin;0
sfctorino;sfctorino;;416;171;153;64;Pacific Time (US & Canada);0
perhapschiba;perhapschiba;;21;171;161;100;Hong Kong;4
ethelcutler;ethelcutler;;418;171;3215;2114;Mexico City;0
luiseduard0p;luiseduard0p;;176;171;30396;89;Caracas;0
emmicucci;emmicucci;;695;171;1956;3;;0
divaalmengor;divaalmengor;;140;171;4204;55;Eastern Time (US & Canada);0
d4nilovic_46;d4nilovic_46;;858;171;1187;1396;Pacific Time (US & Canada);0
furnari80;furnari80;;566;170;1825;2183;;0
alexpadil;alexpadil;;470;170;3617;1666;;0
normaaversente1;normaaversente1;;75;170;13556;32412;;0
bassilco_51;bassilco_51;;299;170;499;2921;;0
photomaton_;photomaton_;;155;170;9714;511;Paris;0
lucasspj;lucasspj;;218;170;863;826;;0
susannascherzer;susannascherzer;;137;170;4429;1242;Vienna;0
andgeo75;andgeo75;;379;170;1136;817;Amsterdam;0
itayntaaa;itayntaaa;;360;170;19700;322;Pacific Time (US & Canada);0
daele65;daele65;;668;169;3767;13392;;0
smallworld1889;smallworld1889;;1135;169;13075;499;;0
ljmoffatt80;ljmoffatt80;;42;169;450;485;Pacific Time (US & Canada);0
shokun_6;shokun_6;;173;169;6021;426;;0
f1fanworld;f1fanworld;;196;169;7879;142;Bogota;0
austriaboss;austriaboss;;424;169;16664;4704;Vienna;0
thehotardvark;thehotardvark;;226;168;7559;1798;London;0
haruthai_beem;haruthai_beem;;218;168;10157;690;Pacific Time (US & Canada);0
stbpear;stbpear;;748;168;618;1414;;0
rossenanti;rossenanti;;1018;168;3118;3351;Pacific Time (US & Canada);0
franzalevitale;franzalevitale;;355;168;2520;2059;;0
patelmayur939;patelmayur939;;1052;168;405;8382;;0
maxverdiani68;maxverdiani68;;949;168;1292;211;;0
cerrodlaventana;cerrodlaventana;;359;168;2421;19;Arizona;0
soniavaquero4;soniavaquero4;;717;168;1592;574;;0
lmoo3a;lmoo3a;;316;167;1568;211;Pacific Time (US & Canada);0
itxash_;itxash_;;172;167;7572;1919;;0
katesf7;katesf7;;101;167;16436;7000;Kuala Lumpur;0
kamutuhkeren;kamutuhkeren;;98;167;4317;20;Jakarta;0
deportivamich;deportivamich;;189;167;6893;3750;Eastern Time (US & Canada);7
lovedemperor;lovedemperor;;202;167;876;858;;0
chuecoreverso;chuecoreverso;;169;167;2851;141;;0
tresoreloa;tresoreloa;;316;167;240;1494;;0
pietroserri;pietroserri;;607;167;13896;13319;Santiago;3
aleect06;aleect06;;418;166;3437;1001;Ljubljana;0
formulalunch;formulalunch;;87;166;1419;133;London;0
chicagof1fans;chicagof1fans;;286;166;3950;103;Pacific Time (US & Canada);0
jc_odogwu;jc_odogwu;;130;166;1566;149;;0
arthurbecker_8;arthurbecker_8;;567;166;4475;972;Athens;0
serviceamari;serviceamari;;165;166;2113;0;London;0
stoffricciardo;stoffricciardo;;265;165;130;208;;0
oto_sports;oto_sports;;53;165;31168;22539;;4
h93_mohammed;h93_mohammed;;1293;165;3843;5;;0
rbos_00;rbos_00;;233;165;3110;3021;Belgrade;0
realjohnyromero;realjohnyromero;;922;164;15946;4684;Eastern Time (US & Canada);0
mac_two_;mac_two_;;258;164;5065;288;Mountain Time (US & Canada);0
dreya_b;dreya_b;;328;164;1254;71;Paris;0
ninja_bambi;ninja_bambi;;50;163;1606;6882;Paris;0
autoemotioncs;autoemotioncs;;289;163;5222;9;Mexico City;0
adrian_mgomez;adrian_mgomez;;131;163;1790;1615;Athens;0
nsabarish;nsabarish;;135;163;2486;30;New Delhi;0
girlwpinkhelmet;girlwpinkhelmet;;155;163;2067;22352;;0
crissnakey;crissnakey;;531;163;141;108;Bucharest;0
1medders1;1medders1;;336;163;4132;245;;2
pslutonrules;pslutonrules;;230;162;1720;2141;London;0
alexroal1;alexroal1;;103;162;1301;899;Pacific Time (US & Canada);0
bbrad1966;bbrad1966;;213;162;549;6422;GMT;0
blackwolf3x;blackwolf3x;;424;162;3278;7799;La Paz;0
catherinecrofis;catherinecrofis;;143;162;5306;692;Atlantic Time (Canada);0
f1polepositionc;f1polepositionc;;259;162;5250;21;Amsterdam;0
veqsanity;veqsanity;;242;161;10539;2504;Ljubljana;0
isabeldbm;isabeldbm;;217;161;1199;2344;Caracas;0
carlosgarciat;carlosgarciat;;333;161;1400;203;Hawaii;0
albertoev98;albertoev98;;178;161;6354;5778;Madrid;0
reginapierce;reginapierce;;244;161;4102;10563;Eastern Time (US & Canada);0
jimegandreu;jimegandreu;;639;161;1603;4580;;0
laurent_bouchet;laurent_bouchet;;723;160;16254;1142;;7
marioperezgonz6;marioperezgonz6;;109;160;7936;581;;0
grootleeuw;grootleeuw;;245;160;6084;326;Amsterdam;0
chasibkh;chasibkh;;439;160;6256;2191;;0
lewis_angelo;lewis_angelo;;104;160;37721;113;Madrid;7
ohdisdonc;ohdisdonc;;635;160;887;1446;Paris;0
vejof1;vejof1;;590;160;9978;8187;Brasilia;0
r10setiawan;r10setiawan;;349;160;203;752;Beijing;0
diabloesparza;diabloesparza;;418;159;5691;5621;;0
tanoytomo;tanoytomo;;103;159;7720;8756;London;0
p2ii;p2ii;;419;158;1735;1327;Eastern Time (US & Canada);0
albor_essence;albor_essence;;836;158;12515;110;Rome;0
paciucci_olga;paciucci_olga;;257;158;6432;10838;;4
scttysprts;scttysprts;;260;158;5077;7448;Bern;0
jorgecard;jorgecard;;364;157;2651;61;Bogota;0
moissparedes;moissparedes;;347;157;4484;3558;Athens;0
guillel94;guillel94;;279;157;962;547;Greenland;0
zenkylop;zenkylop;;168;157;13902;293;;0
msoefje;msoefje;;303;157;812;2604;;0
gerardosono;gerardosono;;182;157;12301;978;Central Time (US & Canada);0
maresjuan7;maresjuan7;;669;157;3988;2361;;3
thiago_e5;thiago_e5;;402;156;5255;24;Brasilia;0
azrael316;azrael316;;181;156;2387;4552;London;0
eric_16h;eric_16h;;557;155;6373;29164;Pacific Time (US & Canada);0
tosiriccardo;tosiriccardo;;210;155;3110;82;Rome;0
joao_dezembro;joao_dezembro;;177;155;4189;4493;;0
mrghosto1o;mrghosto1o;;106;155;5269;3748;Berlin;0
niravshah1407;niravshah1407;;377;155;1410;132;Chennai;0
adriendurban;adriendurban;;701;155;5292;7;Belgrade;0
giorgiodv49;giorgiodv49;;232;155;2240;1011;Hawaii;0
franiglesiasm;franiglesiasm;;593;155;8143;1154;;0
maciasuyo;maciasuyo;;667;155;1850;1045;;0
twitfabrice;twitfabrice;;181;155;6637;6386;Pacific Time (US & Canada);0
sw_racing;sw_racing;;143;154;1300;4005;;0
gummy_liz;gummy_liz;;397;154;10420;3041;Casablanca;1
garzonalejo87;garzonalejo87;;1034;154;1260;4586;;0
ikhsancorleone;ikhsancorleone;;323;154;4740;967;;0
adri_xx;adri_xx;;101;154;5305;5062;Eastern Time (US & Canada);0
beth13;beth13;;642;154;3088;8912;Melbourne;0
ilhampaduma;ilhampaduma;;160;154;6137;145;;0
diegolopez_26;diegolopez_26;;325;154;4760;1481;Mexico City;0
jorge_rebe12;jorge_rebe12;;308;154;7594;5147;;2
grupoparisldbm;grupoparisldbm;;526;154;662;423;Caracas;0
lolw8809;lolw8809;;499;154;8030;6099;;0
omarjorueta;omarjorueta;;217;153;1947;9;Caracas;0
ashvalek;ashvalek;;190;153;375;40;;0
danielnarvaezj;danielnarvaezj;;97;153;233;547;Quito;0
jantonioalcaraz;jantonioalcaraz;;559;153;6638;2717;;0
patapem77;patapem77;;1304;153;420;566;;0
craigjacob21;craigjacob21;;249;152;1344;1750;;0
olivermartin93;olivermartin93;;146;152;1479;818;Amsterdam;0
mg_la;mg_la;;1007;152;7226;17;Eastern Time (US & Canada);0
miglepb;miglepb;;319;152;4458;624;Central Time (US & Canada);0
ihans2m;ihans2m;;650;152;33639;1;Amsterdam;0
bowziiiii;bowziiiii;;258;152;9027;9972;New Delhi;0
lleguizamonl;lleguizamonl;;271;152;540;6;;0
stacy_djg;stacy_djg;;506;152;3811;4635;Perth;0
s_bellavia;s_bellavia;;484;151;5715;7730;;0
gardennius;gardennius;;224;151;684;2829;Moscow;0
jorgealbertoag4;jorgealbertoag4;;102;151;18402;14359;;0
ignacioisaias;ignacioisaias;;656;151;5549;845;Buenos Aires;0
tolmasrl;tolmasrl;;439;151;892;246;;0
mearajansari;mearajansari;;190;151;10851;126;Mumbai;0
guinunes93;guinunes93;;265;151;3030;722;Greenland;0
icickeciak;icickeciak;;452;150;5298;2651;Pacific Time (US & Canada);0
andrea90f1;andrea90f1;;886;150;2446;81;;5
antoram_;antoram_;;1846;150;63;370;Eastern Time (US & Canada);0
joacora2;joacora2;;234;150;3936;34;Central Time (US & Canada);0
sfctampabay;sfctampabay;;128;149;197;122;Eastern Time (US & Canada);0
bikkurishita_;bikkurishita_;;488;149;7375;750;Tokyo;0
jeezitsme;jeezitsme;;84;149;5699;180;London;0
adrianapantea92;adrianapantea92;;504;149;274;6440;;0
nobreathnolife;nobreathnolife;;160;149;499;125;Pacific Time (US & Canada);0
murdockse;murdockse;;326;148;4139;4852;Pacific Time (US & Canada);0
ranndy_morel;ranndy_morel;;184;148;3747;2857;;0
ahandz;ahandz;;93;148;15694;196;New Delhi;0
whoshotjr30;whoshotjr30;;463;148;10366;779;Adelaide;0
fabiobusolo;fabiobusolo;;255;148;3776;3894;Greenland;2
hamluo;hamluo;;842;147;9601;4077;UTC;0
hwnbty;hwnbty;;175;147;4685;187;Eastern Time (US & Canada);0
zenitbudapest;zenitbudapest;;202;147;772;917;;0
alejandrofdez9;alejandrofdez9;;151;147;8501;4184;Madrid;0
joyman007;joyman007;;181;147;5850;1888;London;2
roel_gutierrez;roel_gutierrez;;355;147;4685;2254;Pacific Time (US & Canada);0
_yeorch;_yeorch;;146;147;2316;985;Mexico City;0
saharsh77;saharsh77;;49;147;6834;6533;New Delhi;0
donvintto;donvintto;;143;146;9951;169;;0
smfinlay;smfinlay;;281;146;1782;193;Eastern Time (US & Canada);0
diegosantana14;diegosantana14;;301;146;1650;251;Bogota;0
henryfcox;henryfcox;;175;146;1771;117;Amsterdam;0
ujiriarte;ujiriarte;;565;146;23133;7390;;0
michaelchen68;michaelchen68;;326;145;7663;109;Central Time (US & Canada);0
licmtejeda;licmtejeda;;220;145;3307;155;Quito;0
act_lightning;act_lightning;;174;145;25492;176;Istanbul;5
fabienruster;fabienruster;;145;145;5982;3364;Atlantic Time (Canada);0
decolombis;decolombis;;314;145;3047;1829;;0
josephrobert_7;josephrobert_7;;242;145;2382;570;Mountain Time (US & Canada);0
milandeep;milandeep;;175;144;1767;59;New Delhi;0
fhagctron;fhagctron;;119;144;20544;257;Santiago;0
n_faqihi;n_faqihi;;809;144;4507;2772;Riyadh;0
benjami01732228;benjami01732228;;216;144;140;239;;0
kaaaazu_2334;kaaaazu_2334;;637;144;1232;543;;0
