type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_152605961465739	152605961465739_1017840908275569	https://www.facebook.com/152605961465739/posts/1017840908275569						2015-12-17T06:57:18+0000	1450335438	"2015-12-17 07:57:18"	12	0	13	0	13	0	0	0	0	0	12	1	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1017301138329546	https://www.facebook.com/152605961465739/posts/1017301138329546						2015-12-16T06:35:29+0000	1450247729	"2015-12-16 07:35:29"	22	1	22	0	23	1	1	0	0	0	22	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1017448308314829	https://www.facebook.com/152605961465739/posts/1017448308314829						2015-12-16T15:40:20+0000	1450280420	"2015-12-16 16:40:20"	9	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1017394314986895	https://www.facebook.com/152605961465739/posts/1017394314986895						2015-12-16T12:50:29+0000	1450270229	"2015-12-16 13:50:29"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1016937528365907	https://www.facebook.com/152605961465739/posts/1016937528365907						2015-12-15T16:16:08+0000	1450196168	"2015-12-15 17:16:08"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1016809838378676	https://www.facebook.com/152605961465739/posts/1016809838378676						2015-12-15T11:01:26+0000	1450177286	"2015-12-15 12:01:26"	27	2	28	0	30	2	2	0	2	0	27	1	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1016880771704916	https://www.facebook.com/152605961465739/posts/1016880771704916	"Feliz año nuevo y que el año que viene Seáis tan felices cómo litros de agua da la ⛲😈"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/12391210_415133135346888_1050244828784622615_n.jpg?oh=f8e0686915cb2ccec5f6013f2f59c743&oe=597CF0CA	https://scontent.xx.fbcdn.net/v/t1.0-9/12391210_415133135346888_1050244828784622615_n.jpg?oh=8178cbdd0c3af6e6f4c07e033412b221&oe=59C2BF97	https://www.facebook.com/photo.php?fbid=415133135346888&set=gm.1016880775038249&type=3	facebook.com	2015-12-15T13:38:39+0000	1450186719	"2015-12-15 14:38:39"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1016814741711519	https://www.facebook.com/152605961465739/posts/1016814741711519						2015-12-15T11:19:28+0000	1450178368	"2015-12-15 12:19:28"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1016629111730082	https://www.facebook.com/152605961465739/posts/1016629111730082						2015-12-15T07:33:54+0000	1450164834	"2015-12-15 08:33:54"	9	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1016098801783113	https://www.facebook.com/152605961465739/posts/1016098801783113		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12341547_844256595691346_1832247206946996398_n.jpg?oh=7608173b607adb7933dd04ebb3dd0cd1&oe=59BCDA4F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12341547_844256595691346_1832247206946996398_n.jpg?oh=157c708cd49f17f8a762a6835ef7d431&oe=598AAEB0	https://www.facebook.com/photo.php?fbid=844256595691346&set=gm.1016098801783113&type=3	facebook.com	2015-12-14T07:34:34+0000	1450078474	"2015-12-14 08:34:34"	16	0	16	25	41	0	0	0	0	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1015732048486455	https://www.facebook.com/152605961465739/posts/1015732048486455						2015-12-13T10:46:17+0000	1450003577	"2015-12-13 11:46:17"	20	2	20	0	22	2	2	0	2	0	20	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1015687391824254	https://www.facebook.com/152605961465739/posts/1015687391824254						2015-12-13T07:27:22+0000	1449991642	"2015-12-13 08:27:22"	14	0	14	0	14	0	0	0	0	0	14	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1015448171848176	https://www.facebook.com/152605961465739/posts/1015448171848176						2015-12-12T16:11:46+0000	1449936706	"2015-12-12 17:11:46"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_1015087385217588	https://www.facebook.com/152605961465739/posts/1015087385217588	"Celestino López shared a link to the group: Lobreños del mundo."	https://external.xx.fbcdn.net/safe_image.php?d=AQBeUiRBhZuYil5A&w=130&h=130&url=http%3A%2F%2Fwww.ilovealpujarra.com%2F0fotos%2Fhuertolobras%2Fhuertolobras01.jpg&cfs=1&_nc_hash=AQD2iHOUI6gpj0s7	https://external.xx.fbcdn.net/safe_image.php?d=AQD4QU-Po59oGd1W&url=http%3A%2F%2Fwww.ilovealpujarra.com%2F0fotos%2Fhuertolobras%2Fhuertolobras01.jpg&_nc_hash=AQDv8HvkNh6SZL2S	http://www.ilovealpujarra.com/el-huerto-de-lobras.php	ilovealpujarra.com	2015-12-11T17:59:47+0000	1449856787	"2015-12-11 18:59:47"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1010247539034906	https://www.facebook.com/152605961465739/posts/1010247539034906	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12341462_792096067602965_418877528145873278_n.jpg?oh=9208c872e54856cd2b71d9d27b34bc66&oe=597948ED	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12341462_792096067602965_418877528145873278_n.jpg?oh=4de1bbe8c6bb73722d47dc004ede53e8&oe=59893E1A	https://www.facebook.com/101681576644421/photos/a.670470089765564.1073741827.101681576644421/792096067602965/?type=3	facebook.com	2015-12-01T10:00:48+0000	1448964048	"2015-12-01 11:00:48"	18	2	18	0	20	2	2	0	2	0	18	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1008683572524636	https://www.facebook.com/152605961465739/posts/1008683572524636						2015-11-27T14:54:12+0000	1448636052	"2015-11-27 15:54:12"	15	6	16	0	22	6	6	0	7	0	15	1	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1002130843179909	https://www.facebook.com/152605961465739/posts/1002130843179909						2015-11-11T08:53:00+0000	1447231980	"2015-11-11 09:53:00"	13	0	13	0	13	0	0	0	0	0	13	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1001895663203427	https://www.facebook.com/152605961465739/posts/1001895663203427						2015-11-10T17:02:48+0000	1447174968	"2015-11-10 18:02:48"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1000822206644106	https://www.facebook.com/152605961465739/posts/1000822206644106	"Olee la gente de Lobras!!!"					2015-11-08T08:17:07+0000	1446970627	"2015-11-08 09:17:07"	9	1	9	1	11	1	1	0	1	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_999296086796718	https://www.facebook.com/152605961465739/posts/999296086796718	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12189586_781287758683796_1004865349437426277_n.jpg?oh=02dd2482998bc394a384bd3f08615f50&oe=5987B8AA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12189586_781287758683796_1004865349437426277_n.jpg?oh=7907b8cd9a5711c8e7f2202e6b9e8625&oe=59C28555	https://www.facebook.com/101681576644421/photos/a.101686879977224.3020.101681576644421/781287758683796/?type=3	facebook.com	2015-11-04T11:09:32+0000	1446635372	"2015-11-04 12:09:32"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_998989700160690	https://www.facebook.com/152605961465739/posts/998989700160690						2015-11-03T14:47:30+0000	1446562050	"2015-11-03 15:47:30"	9	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_995906490469011	https://www.facebook.com/152605961465739/posts/995906490469011		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12188941_824289261021413_8405789425037265455_n.jpg?oh=4f784b05e0c40d8dfeeadb7bf69eb4d1&oe=5979ACFD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12188941_824289261021413_8405789425037265455_n.jpg?oh=a276b3dc97e835863eebff17b0432230&oe=598EC002	https://www.facebook.com/photo.php?fbid=824289261021413&set=gm.995906490469011&type=3	facebook.com	2015-10-26T17:43:59+0000	1445881439	"2015-10-26 18:43:59"	5	0	5	4	9	0	0	0	0	0	5	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_995898333803160	https://www.facebook.com/152605961465739/posts/995898333803160	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-1/c50.50.621.621/s100x100/387041_133807783431800_507535463_n.jpg?oh=e3a1b134fb04d7dc984fab6e09c3ae40&oe=59825CF6		https://www.facebook.com/permalink.php?story_fbid=778346142311291&id=101681576644421	facebook.com	2015-10-26T17:18:32+0000	1445879912	"2015-10-26 18:18:32"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_993287664064227	https://www.facebook.com/152605961465739/posts/993287664064227						2015-10-20T16:11:04+0000	1445357464	"2015-10-20 18:11:04"	8	0	8	0	8	0	0	0	0	0	8	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_984060678320259	https://www.facebook.com/152605961465739/posts/984060678320259						2015-09-28T06:40:20+0000	1443422420	"2015-09-28 08:40:20"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_983460311713629	https://www.facebook.com/152605961465739/posts/983460311713629	"Trailer del libro: I LOVE ALPUJARRA - LA ALPUJARRA EN IMÁGENES  - Más información en: www.ilovealpujarra.com/laalpujarraenimagenes www.chiadoeditorial.es"	https://external.xx.fbcdn.net/safe_image.php?d=AQBTzWYWrpaJOpIY&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FxRSsld5x4LQ%2Fmaxresdefault.jpg&cfs=1&_nc_hash=AQCf2MYSTm4TBZS1	https://external.xx.fbcdn.net/safe_image.php?d=AQDp5gZQUJcXAvvA&w=720&h=720&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FxRSsld5x4LQ%2Fmaxresdefault.jpg&cfs=1&_nc_hash=AQDXND1zBdA-D9m6	https://youtu.be/xRSsld5x4LQ	youtu.be	2015-09-26T19:50:19+0000	1443297019	"2015-09-26 21:50:19"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_982709271788733	https://www.facebook.com/152605961465739/posts/982709271788733	https://www.youtube.com/watch?v=2Yhjv5kjzT0&feature=share	https://external.xx.fbcdn.net/safe_image.php?d=AQDuF8QXHQ99J87k&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F2Yhjv5kjzT0%2Fhqdefault.jpg&cfs=1&sx=120&sy=0&sw=360&sh=360&_nc_hash=AQC9JpkTO3aMKFxW	https://external.xx.fbcdn.net/safe_image.php?d=AQDwUINIzt_WjDzu&w=360&h=360&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F2Yhjv5kjzT0%2Fhqdefault.jpg&cfs=1&sx=120&sy=0&sw=360&sh=360&_nc_hash=AQABhQwWAoYA9ZUz	https://www.youtube.com/watch?v=2Yhjv5kjzT0&feature=share	youtube.com	2015-09-24T19:47:16+0000	1443124036	"2015-09-24 21:47:16"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_979726505420343	https://www.facebook.com/152605961465739/posts/979726505420343	"Ana Puertas Lopez shared a link to the group: Lobreños del mundo."	https://external.xx.fbcdn.net/safe_image.php?d=AQA92sX4KPkrAjmu&w=130&h=130&url=http%3A%2F%2F4.bp.blogspot.com%2F-h-aoEcsgNz8%2FVfqNm0tnoHI%2FAAAAAAAAQS0%2FSSnyGEe0ORs%2Fs320%2F15%252B-%252B17&cfs=1&_nc_hash=AQCh8QtTnL_8sbE7	https://external.xx.fbcdn.net/safe_image.php?d=AQD5l2hsL0F1_JvA&url=http%3A%2F%2F4.bp.blogspot.com%2F-h-aoEcsgNz8%2FVfqNm0tnoHI%2FAAAAAAAAQS0%2FSSnyGEe0ORs%2Fs320%2F15%252B-%252B17&_nc_hash=AQBW5C7zSKBIRUxV	http://guadalinfodelobras.blogspot.com.es/2015/09/festival-chico-en-lobras-de-musica.html	guadalinfodelobras.blogspot.com.es	2015-09-18T07:33:44+0000	1442561624	"2015-09-18 09:33:44"	16	0	16	0	16	0	0	0	0	0	16	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_971138599612467	https://www.facebook.com/152605961465739/posts/971138599612467	"Ana Puertas Lopez shared a link to the group: Lobreños del mundo."	https://external.xx.fbcdn.net/safe_image.php?d=AQDsZ5GsU7zTpXXa&w=130&h=130&url=http%3A%2F%2F2.bp.blogspot.com%2F-b7S6qGPWaFc%2FVebPuNfEHPI%2FAAAAAAAAQOY%2Flkj6DynXkTE%2Fs400%2F20150822_144036.jpg&cfs=1&_nc_hash=AQC32we5glrnNzu5	https://external.xx.fbcdn.net/safe_image.php?d=AQDs54vQrSr0yAec&url=http%3A%2F%2F2.bp.blogspot.com%2F-b7S6qGPWaFc%2FVebPuNfEHPI%2FAAAAAAAAQOY%2Flkj6DynXkTE%2Fs400%2F20150822_144036.jpg&_nc_hash=AQCtn9atQSDdZcHv	http://guadalinfodelobras.blogspot.com.es/2015/09/la-fiesta-de-la-parva-2015.html?m=1	guadalinfodelobras.blogspot.com.es	2015-09-02T10:45:04+0000	1441190704	"2015-09-02 12:45:04"	18	1	18	0	19	1	1	0	1	0	18	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_971180236274970	https://www.facebook.com/152605961465739/posts/971180236274970						2015-09-02T11:00:32+0000	1441191632	"2015-09-02 13:00:32"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_966778546715139	https://www.facebook.com/152605961465739/posts/966778546715139	"Ana Puertas Lopez shared Eduardo Castro Villegas s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11953236_872123269547937_6163458455551842713_n.jpg?oh=7fabd4c9a30f648d172f03fc164e8b18&oe=59BD3178	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11953236_872123269547937_6163458455551842713_n.jpg?oh=0a214b62c2e031e70a71ba28b6917a7d&oe=597D0587	https://www.facebook.com/photo.php?fbid=872123269547937&set=gm.416895041832139&type=3	facebook.com	2015-08-26T07:28:10+0000	1440574090	"2015-08-26 09:28:10"	18	1	18	0	19	1	1	0	1	0	18	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_965848866808107	https://www.facebook.com/152605961465739/posts/965848866808107						2015-08-24T12:43:16+0000	1440420196	"2015-08-24 14:43:16"	16	1	16	0	17	1	1	0	1	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_964826666910327	https://www.facebook.com/152605961465739/posts/964826666910327						2015-08-22T09:19:25+0000	1440235165	"2015-08-22 11:19:25"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_964520763607584	https://www.facebook.com/152605961465739/posts/964520763607584	"¡Feliz fin de semana! ¡Ven y descubre sus pueblos  sus gentes  su gastronomía …! *Más de 10.000 fotografías de La Alpujarra gracias a los propios alpujarreños y amantes en:  La Alpujarra “llena de vida” www.facebook.com/LaAlpujarrallenadevida"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10565139_788191961232903_6186512846085136617_n.jpg?oh=d6b3ebdcceed81fd97d024ce3f90d49a&oe=5989BD7B	https://scontent.xx.fbcdn.net/v/t1.0-9/10565139_788191961232903_6186512846085136617_n.jpg?oh=4f0d84bf9757ac1b2da33cbf729c4f30&oe=59BFEBE6	https://www.facebook.com/LaAlpujarrallenadevida/photos/a.681773631874737.1073741836.570655122986589/788191961232903/?type=3	facebook.com	2015-08-21T17:53:07+0000	1440179587	"2015-08-21 19:53:07"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_964095063650154	https://www.facebook.com/152605961465739/posts/964095063650154						2015-08-20T22:03:56+0000	1440108236	"2015-08-21 00:03:56"	19	0	19	0	19	0	0	0	0	0	19	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_963833017009692	https://www.facebook.com/152605961465739/posts/963833017009692						2015-08-20T10:05:03+0000	1440065103	"2015-08-20 12:05:03"	11	0	11	0	11	0	0	0	0	0	11	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_961136077279386	https://www.facebook.com/152605961465739/posts/961136077279386	"Próximamente a la venta."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11825007_502655476557618_8081670803271737484_n.jpg?oh=bdbc736be54018206dcf02a93bc3f511&oe=59887DA2	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11825007_502655476557618_8081670803271737484_n.jpg?oh=8391a5423485885d11d8847bdb15857f&oe=598C815D	https://www.facebook.com/ILoveAlpujarra/photos/gm.932726450132367/502655476557618/?type=3	facebook.com	2015-08-14T08:07:08+0000	1439539628	"2015-08-14 10:07:08"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
event	post_user_152605961465739	152605961465739_958143244245336	https://www.facebook.com/152605961465739/posts/958143244245336	"Os invitamos a todos al XXXIV Festival de Música Tradicional de La Alpujarrra - Ugijar 2015 https://www.facebook.com/events/1470267543268984/"	https://scontent.xx.fbcdn.net/v/t1.0-0/c77.0.130.130/p130x130/11828669_978805372171560_2059383581453450104_n.jpg?oh=9ed65dff7ac58aceedfc0ab372e58f9b&oe=59825942	https://scontent.xx.fbcdn.net/v/t1.0-9/c225.0.377.377/11828669_978805372171560_2059383581453450104_n.jpg?oh=378180c5c333008399b0b607f8f69d3d&oe=59BE1FE6	https://www.facebook.com/events/1470267543268984/	facebook.com	2015-08-07T21:59:20+0000	1438984760	"2015-08-07 23:59:20"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_957320087660985	https://www.facebook.com/152605961465739/posts/957320087660985	"y cómo se van preparando los Lobreños para la fiesta de Lobras?"					2015-08-05T23:25:41+0000	1438817141	"2015-08-06 01:25:41"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_956474767745517	https://www.facebook.com/152605961465739/posts/956474767745517	"03/08/1900> nacimiento de mi abuelo Antonio López Monteoliva un Lobreño en Brasil."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11048782_10204775329084130_5382868185526366509_n.jpg?oh=d586d6e385af2c235724c14ae53f1c2d&oe=59BDD4DB	https://scontent.xx.fbcdn.net/v/t1.0-9/11048782_10204775329084130_5382868185526366509_n.jpg?oh=3475b639f22578918b3df84eb849eb3a&oe=59B9C33D	https://www.facebook.com/photo.php?fbid=10204775329084130&set=gm.956474767745517&type=3	facebook.com	2015-08-03T22:13:46+0000	1438640026	"2015-08-04 00:13:46"	7	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0
event	post_user_152605961465739	152605961465739_955020817890912	https://www.facebook.com/152605961465739/posts/955020817890912	"Celestino López shared I Love Alpujarra s event to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/c72.0.130.130/p130x130/11145097_498905426932623_2133874173363353003_n.png?oh=bb197535f87dd887dc6afa566334a5fb&oe=5977FFFC	https://scontent.xx.fbcdn.net/v/t1.0-9/c156.0.279.279/11145097_498905426932623_2133874173363353003_n.png?oh=5c1b11301cc43e76169b364d700ef152&oe=59B74602	https://www.facebook.com/events/439945996193423/	facebook.com	2015-07-31T16:30:56+0000	1438360256	"2015-07-31 18:30:56"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_954481624611498	https://www.facebook.com/152605961465739/posts/954481624611498	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11822419_737393606406545_4030093148748890819_n.jpg?oh=571ede378de1a3adfdececa76a3b8572&oe=59BA69BC	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11822419_737393606406545_4030093148748890819_n.jpg?oh=e1ba203889091a8832ece3cefd144c25&oe=597FB843	https://www.facebook.com/101681576644421/photos/a.670470089765564.1073741827.101681576644421/737393606406545/?type=3	facebook.com	2015-07-30T09:18:08+0000	1438247888	"2015-07-30 11:18:08"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_949704475089213	https://www.facebook.com/152605961465739/posts/949704475089213	"Ana Puertas Lopez shared Huerto De Lobras Apartamentos s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11751474_1606540969635582_8170352491513201340_n.jpg?oh=67ab48cdaccfdb4ecd0b9ab90f535877&oe=597AB3CE	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11751474_1606540969635582_8170352491513201340_n.jpg?oh=9a5328c166d5407eaeb1a071cd132d2a&oe=59864EDB	https://www.facebook.com/huertodelobras/photos/a.1415983692024645.1073741839.1415964015359946/1606540969635582/?type=3	facebook.com	2015-07-20T21:04:25+0000	1437426265	"2015-07-20 23:04:25"	28	0	28	0	28	0	0	0	0	0	28	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_948682695191391	https://www.facebook.com/152605961465739/posts/948682695191391						2015-07-18T18:59:44+0000	1437245984	"2015-07-18 20:59:44"	16	2	16	0	18	2	2	0	2	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_946324742093853	https://www.facebook.com/152605961465739/posts/946324742093853						2015-07-13T15:21:40+0000	1436800900	"2015-07-13 17:21:40"	8	0	8	0	8	0	0	0	0	0	8	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_942093565850304	https://www.facebook.com/152605961465739/posts/942093565850304						2015-07-06T14:04:10+0000	1436191450	"2015-07-06 16:04:10"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_941221459270848	https://www.facebook.com/152605961465739/posts/941221459270848						2015-07-04T15:16:30+0000	1436022990	"2015-07-04 17:16:30"	6	2	6	0	8	2	2	0	1	0	6	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_937168376342823	https://www.facebook.com/152605961465739/posts/937168376342823	"Aquí encontraras cientos de fotos de la Alpujarra  dale a  me gusta  y compártelo.  www.facebook.com/ilovealpujarra"	https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/1012745_196194750537027_1168484357_n.png?oh=c9036245f6b7ef3f0f0596e6b05a794c&oe=59BCE8A0	https://external.xx.fbcdn.net/safe_image.php?d=AQDtpVxOfSAC5lad&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fv%2Ft1.0-1%2Fp200x200%2F1012745_196194750537027_1168484357_n.png%3Foh%3Dc9036245f6b7ef3f0f0596e6b05a794c%26oe%3D59BCE8A0&_nc_hash=AQAJaUYocz9fkksC	https://www.facebook.com/ILoveAlpujarra/	facebook.com	2015-06-27T17:53:37+0000	1435427617	"2015-06-27 19:53:37"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_936677933058534	https://www.facebook.com/152605961465739/posts/936677933058534						2015-06-26T15:54:37+0000	1435334077	"2015-06-26 17:54:37"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_936269329766061	https://www.facebook.com/152605961465739/posts/936269329766061	"Alex Alvarez Monteoliva shared Eduardo Castro Villegas s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/s130x130/11062915_841878455905752_8693251722261768300_n.jpg?oh=982e77d5f31c89bcaa49fafe0da557b9&oe=59881233	https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/11062915_841878455905752_8693251722261768300_n.jpg?oh=a227e1315ffd40a323ed593da9fb0f9e&oe=5985BAEA	https://www.facebook.com/photo.php?fbid=841878455905752&set=gm.396603090528001&type=3	facebook.com	2015-06-25T20:05:01+0000	1435262701	"2015-06-25 22:05:01"	16	0	16	0	16	0	0	0	0	0	16	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_936070623119265	https://www.facebook.com/152605961465739/posts/936070623119265	"Celestino López shared I Love Alpujarra s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/s130x130/1380279_230159277140574_448632625_n.jpg?oh=5524bb70346a513ffa7a98d7bc48e39c&oe=59BD248C	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/p180x540/1380279_230159277140574_448632625_n.jpg?oh=056bea0515674e1a134c9510ae60c071&oe=59BD4AE2	https://www.facebook.com/ILoveAlpujarra/photos/a.349899781833189.1073741876.127452274077942/230159277140574/?type=3	facebook.com	2015-06-25T10:23:38+0000	1435227818	"2015-06-25 12:23:38"	22	5	22	0	27	5	5	0	0	0	22	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_934935966566064	https://www.facebook.com/152605961465739/posts/934935966566064	"Celestino López shared I Love Alpujarra s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1800446_274025179420650_1887131385_n.jpg?oh=0f6b7661ec38f0b064f5b73b26ae34bb&oe=5982C876	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/1780124_274025179420650_1887131385_o.jpg?oh=388e1064e1a529c5c704595e23fd299e&oe=597A3EB9	https://www.facebook.com/ILoveAlpujarra/photos/a.532511790238653.1073741933.127452274077942/274025179420650/?type=3	facebook.com	2015-06-23T09:41:41+0000	1435052501	"2015-06-23 11:41:41"	29	2	29	0	31	2	2	0	0	0	29	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_933995213326806	https://www.facebook.com/152605961465739/posts/933995213326806	"Celestino López shared I Love Alpujarra s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10313796_308172936005874_5991277667021401948_n.jpg?oh=e8816a2f892e913af1f36acb662b8ecf&oe=5987166F	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/10379952_308172936005874_5991277667021401948_o.jpg?oh=30952118722495f09b813ecbaba8f25c&oe=59845332	https://www.facebook.com/ILoveAlpujarra/photos/a.351290465027454.1073741883.127452274077942/308172936005874/?type=3	facebook.com	2015-06-21T18:45:13+0000	1434912313	"2015-06-21 20:45:13"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
