type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_user_152605961465739	152605961465739_931911953535132	https://www.facebook.com/152605961465739/posts/931911953535132	"Andrés Linares Fernández shared a link to the group: Lobreños del mundo."	https://external.xx.fbcdn.net/safe_image.php?d=AQBkVQgP7sT7csSJ&w=130&h=130&url=http%3A%2F%2Fwww.alpujarradelasierra.es%2Fwp-content%2Fuploads%2F2015%2F06%2Fcartel-720x987.jpg&cfs=1&_nc_hash=AQCaUTLdUC3jRD-p	https://external.xx.fbcdn.net/safe_image.php?d=AQBVcjA9ntH1-R_j&url=http%3A%2F%2Fwww.alpujarradelasierra.es%2Fwp-content%2Fuploads%2F2015%2F06%2Fcartel-720x987.jpg&_nc_hash=AQBjEXP4t0TS9QND	http://www.alpujarradelasierra.es/i-certamen-gastronomico-de-la-casa-de-la-alpujarra	alpujarradelasierra.es	2015-06-17T19:59:14+0000	1434571154	"2015-06-17 21:59:14"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_927776277282033	https://www.facebook.com/152605961465739/posts/927776277282033	"ME GUSTA LA ALPUJARRA. Grupo para alpujarreños y amigos de LA ALPUJARRA. Se admiten fotos y vídeos  comentarios  publicaciones de eventos  historia  etc. que guarden relación con esta Comarca. Nuestro propósito es propagar nuestra tierra por todas partes  entre nuestros amigos y los que se vayan integrando. No es comercial por lo que no se admite publicidad. Tampoco publicaciones obsenas."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11393177_682229731909971_6131350014047024748_n.jpg?oh=fa0a26ea992d1381bb9129da2157b535&oe=5975B098	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/11393177_682229731909971_6131350014047024748_n.jpg?oh=7761a3832813a51b5cb7229c3137162b&oe=59836659	https://www.facebook.com/photo.php?fbid=682229731909971&set=gm.927776277282033&type=3	facebook.com	2015-06-09T15:15:24+0000	1433862924	"2015-06-09 17:15:24"	28	7	28	0	35	7	7	0	9	0	28	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_924502850942709	https://www.facebook.com/152605961465739/posts/924502850942709						2015-06-01T19:37:55+0000	1433187475	"2015-06-01 21:37:55"	17	0	17	0	17	0	0	0	0	0	17	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_922450547814606	https://www.facebook.com/152605961465739/posts/922450547814606	"En La Alpujarra  somos una gran familia y esta es nuestra página: Asociación La Alpujarra   llena de vida   www.facebook.com/LaAlpujarrallenadevida No es solo una página de Facebook  es La Alpujarra… ¡Un proyecto  un sentido  una realidad diferente!"	https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/15894409_1346677458717681_8840781461097014089_n.jpg?oh=e5de312ff667f2a1a7ba96c5de38d097&oe=5988BEBC	https://external.xx.fbcdn.net/safe_image.php?d=AQB1yRn7mGiUV8XJ&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fv%2Ft1.0-1%2Fp200x200%2F15894409_1346677458717681_8840781461097014089_n.jpg%3Foh%3De5de312ff667f2a1a7ba96c5de38d097%26oe%3D5988BEBC&_nc_hash=AQC-xdApA_jDppxt	https://www.facebook.com/LaAlpujarrallenadevida/	facebook.com	2015-05-29T10:55:15+0000	1432896915	"2015-05-29 12:55:15"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_918383631554631	https://www.facebook.com/152605961465739/posts/918383631554631	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-1/c50.50.621.621/s100x100/387041_133807783431800_507535463_n.jpg?oh=e3a1b134fb04d7dc984fab6e09c3ae40&oe=59825CF6		https://www.facebook.com/permalink.php?story_fbid=702025939943312&id=101681576644421	facebook.com	2015-05-24T16:08:10+0000	1432483690	"2015-05-24 18:08:10"	12	0	12	0	12	0	0	0	0	0	12	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_917353108324350	https://www.facebook.com/152605961465739/posts/917353108324350	"La Alpujarra el lugar más maravilloso del mundo... ¡YO  YA ESTOY! ¿Y TÚ? ¿TE VIENES? www.facebook.com/groups/LaAlpujarra"					2015-05-21T20:55:16+0000	1432241716	"2015-05-21 22:55:16"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_903872033005791	https://www.facebook.com/152605961465739/posts/903872033005791	"San Marcos en Lobras"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11178290_739473322836341_9072840538809820776_n.jpg?oh=f533882337292c7885180cadb3c8e1a3&oe=5974DEF5	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11178290_739473322836341_9072840538809820776_n.jpg?oh=f7b9a9320b4a1cf8cffcb05292d424cc&oe=59B7FA0A	https://www.facebook.com/photo.php?fbid=739473322836341&set=gm.903872033005791&type=3	facebook.com	2015-04-22T09:42:35+0000	1429695755	"2015-04-22 11:42:35"	15	1	15	1	17	1	1	0	1	0	15	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_909311002461894	https://www.facebook.com/152605961465739/posts/909311002461894	"Hay que cambiar algunas cosas."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11053330_350542521805950_1446194091768781731_n.jpg?oh=5ec60f0a0f04f44dc22a9793b2a69e65&oe=598E440E	https://scontent.xx.fbcdn.net/v/t1.0-9/11053330_350542521805950_1446194091768781731_n.jpg?oh=90ac5fc2b32122b6bf12ac9f41954fe0&oe=597DA393	https://www.facebook.com/photo.php?fbid=350542521805950&set=gm.909311005795227&type=3	facebook.com	2015-05-03T07:34:34+0000	1430638474	"2015-05-03 09:34:34"	4	1	4	1	6	1	1	0	0	0	4	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_903819143011080	https://www.facebook.com/152605961465739/posts/903819143011080						2015-04-22T06:06:59+0000	1429682819	"2015-04-22 08:06:59"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_893966567329671	https://www.facebook.com/152605961465739/posts/893966567329671		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10995686_10202612668196645_156032197394453151_n.jpg?oh=4b92d34568dc388d78b3770021f9a60c&oe=597AD093	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10995686_10202612668196645_156032197394453151_n.jpg?oh=55ef29d17bd9d3ef7c7f20c4bd47bf68&oe=597E6286	https://www.facebook.com/photo.php?fbid=10202612668196645&set=gm.893966567329671&type=3	facebook.com	2015-04-04T11:17:50+0000	1428146270	"2015-04-04 13:17:50"	33	2	33	0	35	2	2	0	2	0	33	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_893966577329670	https://www.facebook.com/152605961465739/posts/893966577329670		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11009983_10202612668676657_1589254592024574249_n.jpg?oh=7a3a3c4d793cd91d09ca2ff31a1a188f&oe=5975FCBA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11009983_10202612668676657_1589254592024574249_n.jpg?oh=27236a5309312d672429b05d7ae3ac44&oe=59BDCDB7	https://www.facebook.com/photo.php?fbid=10202612668676657&set=gm.893966567329671&type=3	facebook.com	2015-04-04T11:17:50+0000	1428146270	"2015-04-04 13:17:50"	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_898391690220492	https://www.facebook.com/152605961465739/posts/898391690220492	"18 lobreños  muchos de nacimiento y otros de adopción  jugándose la ronda a los chinos 😉"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11137102_343886505804885_2537938345205735527_n.jpg?oh=363d3d3b65b8ac3b640b870e85d42def&oe=597B4F08	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11137102_343886505804885_2537938345205735527_n.jpg?oh=3a161f866b7e67f31c1197ed8a827ab9&oe=597D53F7	https://www.facebook.com/photo.php?fbid=343886505804885&set=gm.898391693553825&type=3	facebook.com	2015-04-12T20:13:23+0000	1428869603	"2015-04-12 22:13:23"	25	7	25	0	32	7	7	0	3	0	25	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_894606437265684	https://www.facebook.com/152605961465739/posts/894606437265684	"Las flores qué faltaban en la maravilla de la alpujarra 😋"	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/s130x130/11091430_341738806019655_1841309459923018561_n.jpg?oh=a38c55f1df854a0e574738c406bbfad1&oe=598EDCBA	https://scontent.xx.fbcdn.net/v/t1.0-9/q85/s720x720/11091430_341738806019655_1841309459923018561_n.jpg?oh=e56f85ee648a4ccb74d6e83c9d745bcf&oe=5985F2AC	https://www.facebook.com/photo.php?fbid=341738806019655&set=gm.894606443932350&type=3	facebook.com	2015-04-05T13:44:46+0000	1428241486	"2015-04-05 15:44:46"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_891958234197171	https://www.facebook.com/152605961465739/posts/891958234197171	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11082613_670470066432233_5319163609254978817_n.jpg?oh=3a063e2ea9f3c4f44ec693a303aed1e4&oe=5985F7B4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11082613_670470066432233_5319163609254978817_n.jpg?oh=14eb10d9a5e84d9e0ed7d043fe382ea2&oe=59C1A14B	https://www.facebook.com/101681576644421/photos/a.670470089765564.1073741827.101681576644421/670470066432233/?type=3	facebook.com	2015-03-31T08:44:19+0000	1427791459	"2015-03-31 10:44:19"	4	1	4	0	5	1	1	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_888517571207904	https://www.facebook.com/152605961465739/posts/888517571207904	"Alex Alvarez Monteoliva shared Juan Luis Lopez Aguayo s post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10986452_10205971908679872_2994524093659425222_n.jpg?oh=8960283deaa7d6023732e163b29b7687&oe=59B9E33A	https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/10986452_10205971908679872_2994524093659425222_n.jpg?oh=6528154c40491059c596413d01a650ab&oe=59BE5ACF	https://www.facebook.com/photo.php?fbid=10205971908679872&set=gm.10152886780344247&type=3	facebook.com	2015-03-25T14:04:41+0000	1427292281	"2015-03-25 15:04:41"	20	1	20	0	21	1	1	0	0	0	20	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_882859725107022	https://www.facebook.com/152605961465739/posts/882859725107022	"Fernando Utrilla Enríquez shared his post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10985300_641121346020810_8101480621021437697_n.jpg?oh=7613d1dfef1919a6f6dc6d0900f464b4&oe=598B9AFC	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/10985300_641121346020810_8101480621021437697_n.jpg?oh=9508ad109103be68c12893c03c8f8760&oe=5974B33D	https://www.facebook.com/photo.php?fbid=641121346020810&set=gm.10153292200938949&type=3	facebook.com	2015-03-16T08:42:22+0000	1426495342	"2015-03-16 09:42:22"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_861691310557197	https://www.facebook.com/152605961465739/posts/861691310557197						2015-02-09T07:57:38+0000	1423468658	"2015-02-09 08:57:38"	15	0	15	0	15	0	0	0	0	0	15	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_861069697286025	https://www.facebook.com/152605961465739/posts/861069697286025	"Lo mas bonito que encontré en la alpujarra"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10359540_323556431171226_5169658253408994067_n.jpg?oh=cca0ecdadc8eb4ef7bdb9d61ce5883dc&oe=598A34A5	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10359540_323556431171226_5169658253408994067_n.jpg?oh=ba5c0c11398cf53c16c213ce2c0bdce7&oe=5977CB5A	https://www.facebook.com/photo.php?fbid=323556431171226&set=gm.861069700619358&type=3	facebook.com	2015-02-08T15:17:12+0000	1423408632	"2015-02-08 16:17:12"	8	2	8	0	10	2	2	0	3	0	8	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_860027777390217	https://www.facebook.com/152605961465739/posts/860027777390217	"Ana Puertas Lopez shared Ana De Guadalinfo De Lobras s post to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10360536_947961481888666_4419373765909033497_n.jpg?oh=5864e3834820b4c0e0e23af1ce5cef3a&oe=59B70701	https://scontent.xx.fbcdn.net/v/t1.0-9/10360536_947961481888666_4419373765909033497_n.jpg?oh=f737a9d58db60583ce576f36a15165bb&oe=5979C29C	https://www.facebook.com/guadalinfo.delobras/photos/a.947961598555321.1073741828.947516485266499/947961481888666/?type=3	facebook.com	2015-02-07T08:48:49+0000	1423298929	"2015-02-07 09:48:49"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_841721955887466	https://www.facebook.com/152605961465739/posts/841721955887466						2015-01-08T16:01:45+0000	1420732905	"2015-01-08 17:01:45"	7	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_833485120044483	https://www.facebook.com/152605961465739/posts/833485120044483	"A TODOS OS LOBREÑOS E MONTEOLIVA  FELICES FIESTAS Y UN PROSPERO AÑO NUEVO 2015! ***"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10898131_10203436588056441_5284273436427100730_n.jpg?oh=86f9e5ee5d49002465f051e1d0df69ac&oe=598131A7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10898131_10203436588056441_5284273436427100730_n.jpg?oh=7ab71496a531e2facc8637b92990a701&oe=598DB6AA	https://www.facebook.com/photo.php?fbid=10203436588056441&set=gm.833485120044483&type=3	facebook.com	2014-12-29T20:15:19+0000	1419884119	"2014-12-29 21:15:19"	19	6	19	0	25	6	6	0	1	0	19	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_831004090292586	https://www.facebook.com/152605961465739/posts/831004090292586						2014-12-26T10:20:26+0000	1419589226	"2014-12-26 11:20:26"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_829492983777030	https://www.facebook.com/152605961465739/posts/829492983777030	"a todos os MONTEOLIVA desejo um Feliz Natal repleto de paz e harmonia all Monteoliva wish a Merry Christmas filled with peace and harmony todo Monteoliva deseamos una Feliz Navidad llena de paz y armonía"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10685479_10203394545805411_830297164163072033_n.jpg?oh=d1321078625d19fb545c2b0ddd5b0e43&oe=59B88576	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/10685479_10203394545805411_830297164163072033_n.jpg?oh=1cb2cd7fa6b3f4b5815f761c256d2651&oe=598E380A	https://www.facebook.com/photo.php?fbid=10203394545805411&set=gm.829492983777030&type=3	facebook.com	2014-12-24T21:20:52+0000	1419456052	"2014-12-24 22:20:52"	18	0	18	0	18	0	0	0	0	0	17	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_825329154193413	https://www.facebook.com/152605961465739/posts/825329154193413	"Buenas a Tod@s   Las mayordomas de las Fiestas de San Agustin 2015 de Lobras queremos agradecer a todas las personas que nos han ayudado vendiendo la loteria o comprando algún decimo y a tod@s les deseamos suerte para el sorteo del dia 22   Muchas gracias"					2014-12-17T20:31:08+0000	1418848268	"2014-12-17 21:31:08"	27	3	27	0	30	3	3	0	2	0	27	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_824112644315064	https://www.facebook.com/152605961465739/posts/824112644315064						2014-12-15T06:48:02+0000	1418626082	"2014-12-15 07:48:02"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_817033955022933	https://www.facebook.com/152605961465739/posts/817033955022933						2014-12-02T15:44:02+0000	1417535042	"2014-12-02 16:44:02"	9	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_807418049317857	https://www.facebook.com/152605961465739/posts/807418049317857						2014-11-14T06:52:04+0000	1415947924	"2014-11-14 07:52:04"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_806840362708959	https://www.facebook.com/152605961465739/posts/806840362708959						2014-11-13T07:32:41+0000	1415863961	"2014-11-13 08:32:41"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_803915546334774	https://www.facebook.com/152605961465739/posts/803915546334774	"En  campana de la Iglesia dice  Alejandra   era la madre de mi abuelo Antonio Monteoliva Ruíz"					2014-11-07T19:09:37+0000	1415387377	"2014-11-07 20:09:37"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_801492289910433	https://www.facebook.com/152605961465739/posts/801492289910433	"Lobras desde la carretera de Cadiar"	https://scontent.xx.fbcdn.net/v/t1.0-0/q89/s130x130/10306623_603753419747207_3790000223746764742_n.jpg?oh=c3473c0c38d8e137d791d71a20fbe358&oe=597A104A	https://scontent.xx.fbcdn.net/v/t1.0-9/q83/s720x720/10306623_603753419747207_3790000223746764742_n.jpg?oh=bb33314b6a4033eb31fdd1f47bb6071c&oe=59850DA4	https://www.facebook.com/photo.php?fbid=603753419747207&set=gm.801492289910433&type=3	facebook.com	2014-11-03T19:02:17+0000	1415041337	"2014-11-03 20:02:17"	27	3	27	2	32	3	3	0	0	0	26	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_799785926747736	https://www.facebook.com/152605961465739/posts/799785926747736						2014-10-31T17:49:32+0000	1414777772	"2014-10-31 18:49:32"	1	1	1	0	2	1	1	0	1	0	1	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_799032300156432	https://www.facebook.com/152605961465739/posts/799032300156432	"Lobras una pequeña joya en la Alpujarra ☺ http://www.ahoragranada.com/noticia/lobras-una-pequena-joya-en-la-alpujarra/"					2014-10-30T10:56:20+0000	1414666580	"2014-10-30 11:56:20"	16	0	16	1	17	0	0	0	0	0	15	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_797993826926946	https://www.facebook.com/152605961465739/posts/797993826926946						2014-10-28T07:51:47+0000	1414482707	"2014-10-28 08:51:47"	3	1	3	0	4	1	1	0	1	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_790709344322061	https://www.facebook.com/152605961465739/posts/790709344322061	"Lobras desde la era y con luz de atardecer preciosa"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/10710654_593826714073211_6645054177452778340_n.jpg?oh=2bd3ef437bdad76846139ee7600499fe&oe=597CF275	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10710654_593826714073211_6645054177452778340_n.jpg?oh=f2249fe280fba1ea3eedd2e2b9d32b31&oe=59BCA84A	https://www.facebook.com/photo.php?fbid=593826714073211&set=gm.790709344322061&type=3	facebook.com	2014-10-14T19:13:28+0000	1413314008	"2014-10-14 21:13:28"	19	0	19	2	21	0	0	0	0	0	18	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_790434697682859	https://www.facebook.com/152605961465739/posts/790434697682859	"LOBRAS.- Rincones. Fotos de Fernando Utrilla."	https://scontent.xx.fbcdn.net/v/t1.0-0/q84/s130x130/10155029_564475080352104_3726510519213655649_n.jpg?oh=a197e8dfa42b5a8c5bbaab938e9cda6c&oe=59BF1D9B	https://scontent.xx.fbcdn.net/v/t1.0-0/q84/p180x540/10155029_564475080352104_3726510519213655649_n.jpg?oh=8d6371d0ca50e2a551dc2e09bfd23dc6&oe=59BBED5A	https://www.facebook.com/photo.php?fbid=564475080352104&set=gm.790434697682859&type=3	facebook.com	2014-10-14T10:38:35+0000	1413283115	"2014-10-14 12:38:35"	16	1	16	0	17	1	1	0	1	0	16	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_790433367682992	https://www.facebook.com/152605961465739/posts/790433367682992	"LA ALPUJARRA  Patrimonio Mundial. Fotos de Fernando Utrilla."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10686943_564474663685479_2844234406265846950_n.jpg?oh=ee93fc0fbf7d7de2809299b115c61dea&oe=597929A2	https://scontent.xx.fbcdn.net/v/t1.0-9/10686943_564474663685479_2844234406265846950_n.jpg?oh=5ace7e11139852ebb8a9a0bb0e36a6a4&oe=59B89E3F	https://www.facebook.com/photo.php?fbid=564474663685479&set=gm.790433367682992&type=3	facebook.com	2014-10-14T10:34:23+0000	1413282863	"2014-10-14 12:34:23"	4	0	4	0	4	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_789030521156610	https://www.facebook.com/152605961465739/posts/789030521156610	"Ana Jiménez Terapeuta shared Huerto De Lobras Apartamentos s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10671429_1472501286372885_6680770063523195189_n.jpg?oh=f1c5053e9203bd38862fb05931e20b17&oe=59868029	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10671429_1472501286372885_6680770063523195189_n.jpg?oh=ded34472f605196ebd7c61d049a72420&oe=597D313C	https://www.facebook.com/huertodelobras/photos/a.1415983692024645.1073741839.1415964015359946/1472501286372885/?type=3	facebook.com	2014-10-12T08:56:32+0000	1413104192	"2014-10-12 10:56:32"	11	0	11	0	11	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_781504098575919	https://www.facebook.com/152605961465739/posts/781504098575919						2014-09-29T22:20:06+0000	1412029206	"2014-09-30 00:20:06"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_763971143662548	https://www.facebook.com/152605961465739/posts/763971143662548	"Oración a san Agustín Esta oración  no se quien la escribió. La encontré en un papel con letra de mi abuelo Antonio Monteoliva Ruiz   Agustín Santo  sabio y fundador de la iglesia  defensor de tu pueblo de Lobras guárdale tus hijos queridos  defiéndelos a todos.- Oye pues nuestra pobre oración y alcanza del Señor que nos libre del mal y del error “pues en Ti confiamos con sincero amor” Como muy sincero amor  con suspiros  lágrimas y oraciones.  Tu madre Santa Mónica apartó del error tu corazón y alcanzó del Señor su conversión. Guía pues nuestros pasos Agustín por el camino del bien y consigamos victoria hasta el fin  que todos entremos en la Gloria. Así sea Agustín  santo sabio y fundador de la Iglesia  defensor de tu pueblo de Lobras  guardad a tus hijos queridos. Defiéndelos a todos. Sálvalos a todos"					2014-08-27T22:50:00+0000	1409179800	"2014-08-28 00:50:00"	9	4	9	0	13	4	4	0	2	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_764508723608790	https://www.facebook.com/152605961465739/posts/764508723608790	"En octubre de 2013 hicimos la reunión Suprema de los Monteoliva. Nos reunimos los descendientes de Antonio  Francisco y Maximiliano Monteoliva Ruiz  fuimos mas de 140 Todos les mandamos muchos  cariños!!!!. Un homenaje especial a la Tía Sra Lauret de Monteoliva  con sus apenas 93 años se hizo más de 700 Km para estar presente!!!!saludos especiales a todos los Lobreños!!!!!!"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10620555_10152390835207903_5184059926430713061_n.jpg?oh=16881b8f05bb017334fe4177589920bb&oe=59789B93	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10620555_10152390835207903_5184059926430713061_n.jpg?oh=06ee318568070ab9926df39066fc0d5b&oe=598A2C9E	https://www.facebook.com/photo.php?fbid=10152390835207903&set=gm.764508723608790&type=3	facebook.com	2014-08-28T23:59:21+0000	1409270361	"2014-08-29 01:59:21"	16	3	16	1	20	3	3	0	6	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_764197160306613	https://www.facebook.com/152605961465739/posts/764197160306613	"Feliz dia de san Agustín a todos de lobreños desde granada"					2014-08-28T11:33:53+0000	1409225633	"2014-08-28 13:33:53"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_757486520977677	https://www.facebook.com/152605961465739/posts/757486520977677	"El 23 de agosto nos vamos a reunir la gente amiga de Lobras para hacer una comida en el huerto de Miguel  la haremos al mediodía y la pagarems entre todos los amig@s que queremos pasar un gran día se pide confirmar la repartir las faenas"					2014-08-16T10:00:42+0000	1408183242	"2014-08-16 12:00:42"	9	5	9	0	14	5	5	0	0	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_757120137680982	https://www.facebook.com/152605961465739/posts/757120137680982	"Francisco Javier Bolívar Lupiáñez added 5 photos to the Programa Fiestas 2014 in Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10429294_673605466050607_6034527006889968083_n.jpg?oh=d685fb927490a6b91456be09b204321a&oe=59B8034A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10429294_673605466050607_6034527006889968083_n.jpg?oh=427fb1ea0b5c95578afc4cc51c9a5f42&oe=5987F7B5	https://www.facebook.com/photo.php?fbid=673605466050607&set=oa.757120141014315&type=3	facebook.com	2014-08-15T14:41:00+0000	1408113660	"2014-08-15 16:41:00"	16	3	16	3	22	3	3	0	1	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_756557267737269	https://www.facebook.com/152605961465739/posts/756557267737269	"Q ya esta aqui San Agustín! !!!. Alguen tiene el libro de las fiestas? Me gustaria verlo"					2014-08-14T09:29:49+0000	1408008589	"2014-08-14 11:29:49"	3	12	3	0	15	12	12	0	8	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_756000974459565	https://www.facebook.com/152605961465739/posts/756000974459565	"Vista desde lo más alto deLobras"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10593092_560609827394900_3503338515983350700_n.jpg?oh=4e3c0f98642c3474caa404bd879330c5&oe=5981129F	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/10593092_560609827394900_3503338515983350700_n.jpg?oh=6190f9f7e203fce02f49a03081bc17ee&oe=5977825E	https://www.facebook.com/photo.php?fbid=560609827394900&set=gm.756000974459565&type=3	facebook.com	2014-08-13T06:57:35+0000	1407913055	"2014-08-13 08:57:35"	26	0	26	2	28	0	0	0	0	0	26	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_755044561221873	https://www.facebook.com/152605961465739/posts/755044561221873	"Enhorabuena a las moreas por ganar el festival de las alpujarras de granada y Almería"					2014-08-11T08:49:52+0000	1407746992	"2014-08-11 10:49:52"	5	0	5	1	6	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_755043681221961	https://www.facebook.com/152605961465739/posts/755043681221961	"¡¡Felicidades por el primer premio a Las Moreas en el festival de música!!"					2014-08-11T08:46:24+0000	1407746784	"2014-08-11 10:46:24"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
