Id,Label,Followed,Followers,Tweets,Favorites,Time Zone
vicseara,vicseara,340,6219,2654,1043,
eusousir,eusousir,1649,6162,5793,1087,Brasilia
magicalionel,magicalionel,4547,6152,36381,21073,Amsterdam
f1hub,f1hub,5505,6089,1999,268,Eastern Time (US & Canada)
trendinaliapl,trendinaliapl,14,6072,288439,0,Warsaw
udithaumesh,udithaumesh,611,6035,106734,411,Sri Jayawardenepura
f1sphera,f1sphera,457,6030,10229,63,
eder_info7,eder_info7,849,6013,29785,4808,Monterrey
aeternouk,aeternouk,4000,5976,9748,4673,
chicasracing,chicasracing,4980,5948,13245,10284,Mexico City
formulaoneclub,formulaoneclub,424,5925,4659,1355,Madrid
andres_zahler,andres_zahler,1643,5915,8009,2293,Eastern Time (US & Canada)
albrodpul,albrodpul,306,5904,42021,2402,Madrid
neilfissler,neilfissler,382,5904,66734,1576,London
2323232gshgsh,2323232gshgsh,5917,5871,34759,91,
lewishroyals,lewishroyals,4397,5746,80863,2809,Brasilia
__dannyb__,__dannyb__,3345,5695,20212,1391,Nairobi
egesafmkenya,egesafmkenya,123,5692,13435,230,Baghdad
alexander_sot,alexander_sot,4720,5689,50364,74904,Athens
alfidiovalera,alfidiovalera,6226,5673,20933,7816,Pacific Time (US & Canada)
gianludale27,gianludale27,98,5633,4846,196,Rome
jornalnotisul,jornalnotisul,3780,5627,16112,125,Greenland
mralexf1,mralexf1,292,5538,120172,34372,Athens
pipoima,pipoima,5713,5515,173892,102701,Caracas
soyflordemaria,soyflordemaria,1506,5495,38860,892,Mountain Time (US & Canada)
keremhanciphoto,keremhanciphoto,4744,5449,9683,714,Pacific Time (US & Canada)
mane_sprints,mane_sprints,464,5445,121005,92516,Karachi
horloge_p,horloge_p,4781,5442,67250,0,Paris
geohashtrend,geohashtrend,46,5407,238346,36,
t_szykulski,t_szykulski,198,5398,57280,76804,Warsaw
marcofiorelly,marcofiorelly,5904,5367,58449,64131,Rome
evworldeditor,evworldeditor,186,5364,19567,2652,Mountain Time (US & Canada)
lunaticlaire,lunaticlaire,2985,5362,83415,905,Greenland
f1dp_,f1dp_,131,5329,10365,547,Brasilia
9leoramirez,9leoramirez,1004,5325,7093,4458,Caracas
jb5estrelas,jb5estrelas,3052,5295,83984,290,Mid-Atlantic
officialminises,officialminises,359,5280,12027,23,Madrid
valienart,valienart,2450,5266,30760,12053,Amsterdam
mamamadisons,mamamadisons,5530,5238,165600,196483,Pacific Time (US & Canada)
lotienetodo,lotienetodo,2792,5237,47462,29074,Buenos Aires
tonyvaccarella,tonyvaccarella,197,5232,14318,148,
mbontempelli4,mbontempelli4,156,5231,83,163,
portalhamilton,portalhamilton,3539,5180,4908,4254,Brasilia
soulmatebag,soulmatebag,4683,5172,34683,25466,
annagrigoryanf1,annagrigoryanf1,3157,5109,26387,1642,Quito
nickyelloly,nickyelloly,140,5086,1856,514,London
afedchishin,afedchishin,595,5085,163441,34993,Minsk
batmanovn,batmanovn,5593,5077,158925,1335,Pacific Time (US & Canada)
paskampo,paskampo,1616,5076,15943,14686,Rome
yahoo_damien,yahoo_damien,3929,5069,39733,23193,
matteobobbi,matteobobbi,271,5063,7479,4814,Rome
nicoleninaf1,nicoleninaf1,1602,5059,24153,21681,Amsterdam
ernie282849,ernie282849,5119,5038,56606,10081,
lamboholic1,lamboholic1,5292,5036,86106,72729,
pasionxeldeport,pasionxeldeport,1105,5033,63485,428,
jpaulo645,jpaulo645,5458,5004,127496,4627,Brasilia
rinrin0131b,rinrin0131b,4517,4996,34603,18104,Tokyo
tullidistillery,tullidistillery,87,4947,2125,1446,Edinburgh
lund_group,lund_group,28,4936,2385,20,Pacific Time (US & Canada)
m4r14p40l4,m4r14p40l4,4617,4931,76084,78113,Pacific Time (US & Canada)
douglas8a,douglas8a,2113,4911,12070,72,Bogota
manpowergroup,manpowergroup,512,4904,2143,467,Central Time (US & Canada)
vickychandhok,vickychandhok,210,4878,24011,10721,Hawaii
novelliberland,novelliberland,2330,4869,113860,7773,Edinburgh
soulmatewoman,soulmatewoman,5235,4760,30960,26038,Pacific Time (US & Canada)
amberbrantsen,amberbrantsen,2981,4726,12346,6557,Amsterdam
elliens_1426,elliens_1426,2950,4719,43216,65163,Hanoi
rushtruckcenter,rushtruckcenter,178,4678,1592,324,Central Time (US & Canada)
myrtalichjiqs,myrtalichjiqs,5131,4670,285,594,Pacific Time (US & Canada)
ramonsyllva22,ramonsyllva22,5025,4589,59318,45342,
carshopuk,carshopuk,784,4567,2873,1317,London
autochtona,autochtona,3783,4563,3411,2631,Rome
onitamcgaffeygn,onitamcgaffeygn,4953,4547,370,335,Alaska
andreallnews,andreallnews,2815,4524,169066,12834,Rome
andersonlaura12,andersonlaura12,2852,4512,62116,34987,Edinburgh
_geo96,_geo96,2952,4503,9684,6136,Hawaii
alexs1man,alexs1man,4083,4487,83869,49595,London
kyokoobartqcp,kyokoobartqcp,4953,4481,381,314,Pacific Time (US & Canada)
pitpassdotcom,pitpassdotcom,59,4465,7971,3,London
lauralan80,lauralan80,4401,4451,40814,29301,Athens
_helenahicks,_helenahicks,927,4450,14871,2676,Amsterdam
soul23man,soul23man,4896,4422,24578,8818,Buenos Aires
teamhulkenberg,teamhulkenberg,235,4420,7653,7618,Madrid
divino_2,divino_2,560,4408,118185,91395,Amsterdam
slavina6,slavina6,1278,4377,115318,87275,
lordchazo,lordchazo,358,4370,36860,11010,Eastern Time (US & Canada)
carlosainzinfo,carlosainzinfo,333,4329,3441,1056,Madrid
wira80antara,wira80antara,3722,4329,1654,1446,Beijing
cuetherain_,cuetherain_,1056,4328,74970,572,Rome
akaaayyyy,akaaayyyy,66,4316,12634,3231,London
fiftybuckss,fiftybuckss,511,4298,32447,6641,London
giudaylordie,giudaylordie,3748,4273,17337,26,Europe/Rome
lolita_nggraeni,lolita_nggraeni,52,4271,355,150,
xvillalba1,xvillalba1,3037,4257,221634,4898,Eastern Time (US & Canada)
ferlyebarto,ferlyebarto,4896,4246,50117,65747,Amsterdam
toddkellyracing,toddkellyracing,22,4220,144,7,Melbourne
cristianbfr,cristianbfr,2786,4177,1796,323,Pacific Time (US & Canada)
notimundoec,notimundoec,2998,4174,53616,388,Central Time (US & Canada)
paulripke,paulripke,1,4158,81,18,Athens
campingf1,campingf1,4049,4129,1688,84,London
katherinortondw,katherinortondw,4439,4123,375,368,Alaska
chickendorukwom,chickendorukwom,3804,4119,202431,23792,
themisspiro,themisspiro,4079,4117,50872,28623,Athens
ibo_sport,ibo_sport,1823,4111,7083,32,Jakarta
iconslinger,iconslinger,1154,4106,11687,61,Central Time (US & Canada)
crazymkenya,crazymkenya,664,4093,88545,499,Nairobi
hollisdubangxjf,hollisdubangxjf,4514,4081,467,303,Alaska
javift14,javift14,285,4067,27124,21305,Ljubljana
paolopiva,paolopiva,577,4056,5416,2953,Rome
vanesah_s,vanesah_s,3903,4051,4305,857,Pacific Time (US & Canada)
graftechweb,graftechweb,2675,4043,13618,877,Rome
revista_topauto,revista_topauto,591,4027,3603,325,Madrid
hdelacruzo,hdelacruzo,2841,4027,126073,6530,Mexico City
mexicanf1power,mexicanf1power,304,4018,33470,100,Almaty
rds_rp,rds_rp,784,4008,3506,1,Eastern Time (US & Canada)
pafans,pafans,1160,4002,4989,894,Madrid
ipeamex,ipeamex,1000,4002,7841,4941,Central Time (US & Canada)
habraham15,habraham15,4071,3988,65740,14410,Central Time (US & Canada)
partai2019,partai2019,1628,3988,69739,645,Bangkok
axisofoversteer,axisofoversteer,589,3952,16069,1912,Eastern Time (US & Canada)
karinandsteven,karinandsteven,3732,3939,106989,39274,Central Time (US & Canada)
lewis_lovers,lewis_lovers,340,3897,15316,2585,New Delhi
dhe_mufc,dhe_mufc,615,3892,17910,650,Jakarta
dearliam93,dearliam93,2595,3860,131289,53678,Rome
ryanrf_f1,ryanrf_f1,302,3837,44399,548,Jakarta
fakeyarratrams,fakeyarratrams,45,3825,6896,879,Melbourne
hubertrejniak,hubertrejniak,2513,3810,1934,10,Central Time (US & Canada)
alexander_arold,alexander_arold,1539,3799,35840,49087,Santiago
arradmanesh,arradmanesh,3639,3761,3711,9461,
sportskinny,sportskinny,5001,3759,62440,2003,Bogota
iomarenrique,iomarenrique,2617,3754,52373,53016,Caracas
supra80,supra80,4992,3750,169560,68492,
jprentice8,jprentice8,2881,3749,47388,4741,London
dallaragroup,dallaragroup,395,3732,1182,494,Amsterdam
fakeperrielm,fakeperrielm,382,3678,82803,2300,Amsterdam
scuderia7,scuderia7,2251,3678,22467,9969,London
adi7anand,adi7anand,5002,3678,186678,66,Central Time (US & Canada)
matteospaziante,matteospaziante,1045,3659,11742,31864,Belgrade
vickyzoe,vickyzoe,3795,3624,89047,6611,Caracas
shiks_baibe,shiks_baibe,2886,3621,6879,2300,
welovewoking1,welovewoking1,2240,3610,47239,21718,London
junaidsamodien_,junaidsamodien_,1007,3596,195178,2362,Pretoria
nolelondon,nolelondon,377,3582,75300,22653,London
lindaf1nl,lindaf1nl,373,3571,6317,928,Amsterdam
org,org,194,3549,5169,6,Eastern Time (US & Canada)
jabarekspres,jabarekspres,741,3535,30384,63,Jakarta
carlosacraalva,carlosacraalva,2221,3533,14727,625,
nasseraldbea,nasseraldbea,3277,3531,46232,6156,Cairo
laurennbaily,laurennbaily,4963,3530,71788,109723,Casablanca
tommywtf1,tommywtf1,603,3529,36727,725,London
nauticalnewstdy,nauticalnewstdy,1891,3513,22676,318,Madrid
sportillustrato,sportillustrato,250,3511,562084,1003,Rome
soyunguaro_,soyunguaro_,1334,3496,60111,35574,Caracas
tommilanello,tommilanello,1733,3455,97976,2255,Rome
giuliagrassi01,giuliagrassi01,2855,3447,16099,38286,Hawaii
kimsterindo,kimsterindo,433,3429,32683,4785,Jakarta
robertoddel,robertoddel,2356,3367,11500,33275,Mexico City
arundeepyeg,arundeepyeg,3217,3367,14599,55137,Mountain Time (US & Canada)
marianr23,marianr23,5001,3365,196808,462505,Buenos Aires
joeyalfieri,joeyalfieri,995,3362,33660,8065,Eastern Time (US & Canada)
mondautoita,mondautoita,4147,3360,4285,6646,
senna1994may1,senna1994may1,1016,3355,97672,10758,Tokyo
loriscosimo,loriscosimo,3210,3342,22368,33158,
dreaminhogwarts,dreaminhogwarts,2590,3337,62031,10333,Rome
sangucheman,sangucheman,574,3327,7925,836,Buenos Aires
emilyellaby,emilyellaby,148,3320,47297,23817,London
jappserrallo,jappserrallo,2907,3302,220607,150202,Pacific Time (US & Canada)
srose93,srose93,3369,3300,31012,50,Europe/London
allstarsdirect,allstarsdirect,1916,3296,4890,1285,
jayleewolfe,jayleewolfe,4489,3295,142769,4621,Central Time (US & Canada)
franckdeabreu,franckdeabreu,5001,3288,157205,80909,Paris
motorsport_ed,motorsport_ed,150,3287,14055,1788,Amsterdam
oneandonlycfc,oneandonlycfc,1205,3286,90348,38943,Asia/Karachi
kaone_bw,kaone_bw,1199,3285,15793,1748,
apnabanker,apnabanker,420,3276,94637,2,
cambridgebmw,cambridgebmw,2583,3263,6724,207,Pacific Time (US & Canada)
juangrimaldo791,juangrimaldo791,2222,3259,58069,43909,
masterlap_com,masterlap_com,384,3252,5108,278,Pacific Time (US & Canada)
mightyscoop,mightyscoop,3434,3249,28862,323,London
soy_f1,soy_f1,183,3247,10869,11445,Madrid
jeremysinger,jeremysinger,433,3239,14113,3255,Eastern Time (US & Canada)
ujingake,ujingake,2001,3211,1493,66,Pacific Time (US & Canada)
15oscardn,15oscardn,2849,3200,18923,1041,Caracas
renaultau,renaultau,479,3193,3917,3362,Melbourne
andyyrao,andyyrao,4368,3172,28418,11133,
marcoasfalto,marcoasfalto,2537,3170,23451,20024,
grouve_sport,grouve_sport,3397,3161,5918,349,Amsterdam
_lethabo17,_lethabo17,758,3149,251079,15903,Pretoria
raccs,raccs,4455,3141,5751,1670,Nairobi
jendre,jendre,905,3140,12000,447,Budapest
metropan222,metropan222,3,3131,415340,115,Bogota
aldobe2009,aldobe2009,3039,3114,10940,2601,Mexico City
ateliersaab,ateliersaab,966,3101,49199,22848,Amsterdam
maxminervini,maxminervini,735,3081,26919,32048,Hawaii
vcv_travels,vcv_travels,2458,3036,209815,3,
ruizecheverria,ruizecheverria,1698,3030,17021,140,Mexico City
allworldauto,allworldauto,2666,3017,474744,125,Central Time (US & Canada)
josetellaetxe,josetellaetxe,497,3013,132928,10176,Madrid
paolomunioz,paolomunioz,604,3011,5582,53,Quito
ernestoam21,ernestoam21,288,3006,12365,4236,Central Time (US & Canada)
lilianaamerise,lilianaamerise,3163,3005,13896,230,
altavelocidadtv,altavelocidadtv,2545,2993,7665,3645,Mountain Time (US & Canada)
menzikulati,menzikulati,2284,2990,106958,46502,Harare
tvescript,tvescript,1764,2988,41697,24923,Athens
jaxx_f1,jaxx_f1,2862,2983,10626,8881,Casablanca
alessandrosala1,alessandrosala1,3518,2980,73607,17652,
f1davidcastilla,f1davidcastilla,1226,2980,345,15,Pacific Time (US & Canada)
alfa_romeo_de,alfa_romeo_de,138,2979,1507,117,Bern
jatonfabrice,jatonfabrice,112,2970,2159,17,
sup3rsoniqo,sup3rsoniqo,4978,2966,19063,510,Buenos Aires
dvervalle,dvervalle,1988,2965,103446,166981,
moni_maldonado,moni_maldonado,362,2960,18100,414,Mexico City
mario95,mario95,2784,2957,2365,8405,Berlin
remybergsma,remybergsma,741,2951,58011,7981,Amsterdam
envck,envck,537,2944,38551,10720,Kyiv
pastorjerryarm1,pastorjerryarm1,2410,2941,15091,14760,
onasixpence,onasixpence,1034,2910,115116,8328,London
yishingledecker,yishingledecker,3155,2878,253,219,Pacific Time (US & Canada)
alansabatino,alansabatino,1775,2876,52081,15425,London
christineridde7,christineridde7,4065,2873,12634,29054,
showtimeadri,showtimeadri,1638,2857,10184,68193,
motorsportjp,motorsportjp,320,2849,5473,197,Pacific Time (US & Canada)
mariamaryee,mariamaryee,1643,2846,83085,102,Pacific Time (US & Canada)
proassad,proassad,3575,2834,545147,3622,Wellington
uribex,uribex,2283,2821,161606,17227,Madrid
glasswerk,glasswerk,1381,2813,19324,587,London
restadiomotor,restadiomotor,289,2810,2882,108,
mynameisdomii,mynameisdomii,1038,2807,11629,16460,Warsaw
karrotsnsprouts,karrotsnsprouts,2690,2798,6958,6763,
marianneschuurm,marianneschuurm,2487,2797,5247,1073,Amsterdam
lebarois,lebarois,2120,2780,9705,5818,America/Sao_Paulo
arbibid,arbibid,283,2768,66878,392,Jakarta
caswellh,caswellh,5001,2767,16275,11628,Amsterdam
beacristina69,beacristina69,2394,2721,41620,761,Brasilia
cloudkatt,cloudkatt,2692,2711,82558,67,Eastern Time (US & Canada)
makotreuhand,makotreuhand,2997,2702,2917,1,
llorenteabel,llorenteabel,2046,2701,19179,54562,Madrid
deekerubo,deekerubo,919,2690,39481,6975,Hawaii
ariarisco,ariarisco,3119,2651,29607,31543,Helsinki
bomberdt9,bomberdt9,1824,2636,65581,57228,Rome
xhisho,xhisho,2564,2626,55755,11536,Central Time (US & Canada)
formula1fanzone,formula1fanzone,294,2624,14775,22863,Buenos Aires
gioelepaglia,gioelepaglia,2144,2624,399514,37710,
harshnamdev7,harshnamdev7,894,2617,18702,20938,New Delhi
c0n4n82,c0n4n82,2794,2612,6709,5867,
sainz55_fans,sainz55_fans,2115,2604,9748,8201,Belgrade
sampe,sampe,223,2600,2715,870,Pacific Time (US & Canada)
fabianflaque,fabianflaque,490,2592,3225,3439,
lena05081977,lena05081977,4998,2582,31197,7149,Pacific Time (US & Canada)
pattimarathon,pattimarathon,5000,2578,25181,22364,Eastern Time (US & Canada)
harrismeita,harrismeita,4,2574,18535,91,Jakarta
fer_victor,fer_victor,2186,2561,18330,84,Santiago
leocullen4,leocullen4,3243,2557,148557,5433,International Date Line West
sarnyait,sarnyait,504,2556,40825,13369,Budapest
vineshvnair,vineshvnair,1894,2549,8277,2057,Abu Dhabi
charly_coke,charly_coke,2591,2548,16384,1226,Mexico City
tibymore,tibymore,2789,2542,7949,329,Caracas
motor1com,motor1com,1156,2536,3271,2773,Pacific Time (US & Canada)
circusfuno,circusfuno,576,2529,33133,1675,Rome
anamariamercad,anamariamercad,1365,2519,73899,53320,Eastern Time (US & Canada)
readmotorsport,readmotorsport,161,2516,12450,270,London
motorenmx,motorenmx,387,2509,5387,2733,Pacific Time (US & Canada)
motorsport_me,motorsport_me,56,2508,7872,10,Riyadh
gastonfilippo,gastonfilippo,2551,2508,17922,761,Buenos Aires
acmartii,acmartii,2284,2503,13615,27324,Athens
rpo_sport,rpo_sport,443,2496,71713,774,Bern
f1_italia,f1_italia,171,2496,16893,1687,Rome
vamospechito,vamospechito,268,2488,20790,26380,Buenos Aires
kingkongtv,kingkongtv,464,2486,12232,9274,Pacific Time (US & Canada)
dreamliner1980,dreamliner1980,2087,2482,442631,197,Caracas
ernestovicario,ernestovicario,620,2462,92479,13464,Madrid
diariochiste,diariochiste,110,2460,31846,1,Central Time (US & Canada)
paolosizzi,paolosizzi,0,2457,13491,1,
f1mrfox,f1mrfox,998,2443,44650,34101,London
bertlongin,bertlongin,717,2439,9101,4358,Brussels
lemacharly,lemacharly,997,2439,5296,1211,America/Argentina/Buenos_Aires
existential_los,existential_los,3331,2422,49445,3511,Ljubljana
elierizkf1,elierizkf1,998,2414,43447,34756,Istanbul
antorendina,antorendina,1044,2414,38184,19050,Rome
tientamle,tientamle,3422,2411,44017,57522,Hanoi
lovemaurizio,lovemaurizio,502,2399,3103,3819,
lzlark,lzlark,2976,2398,5029,3184,Central Time (US & Canada)
mschmaloe,mschmaloe,4419,2394,7336,2623,Athens
finansparacom,finansparacom,0,2392,105172,509,Athens
boydie2009_boyd,boydie2009_boyd,2259,2390,13086,10889,
pearloysias,pearloysias,1516,2384,35782,2280,Pretoria
wolvenne,wolvenne,2513,2382,63682,996,Amsterdam
tzhardy,tzhardy,447,2375,332465,217,West Central Africa
zaharamossman,zaharamossman,3303,2343,19204,8107,Eastern Time (US & Canada)
bringmetohazz,bringmetohazz,1374,2334,58554,16472,Athens
annmavi,annmavi,1425,2323,57368,17206,Amsterdam
norbertromeo,norbertromeo,426,2319,5603,5241,London
khodrrawi,khodrrawi,168,2310,16355,3,Riyadh
caritography,caritography,994,2302,11284,96822,
viva_asubz,viva_asubz,2203,2299,57058,524,Amsterdam
olhaoquetedigo,olhaoquetedigo,1027,2275,43844,1697,Lisbon
1gor1ok,1gor1ok,1904,2274,77142,43208,Amsterdam
alexvideotest,alexvideotest,76,2267,12480,64,
sportzpickz,sportzpickz,2552,2266,12272,330,London
ryanlores,ryanlores,4995,2256,33421,9810,Eastern Time (US & Canada)
diegopfaff,diegopfaff,1642,2256,240464,147177,
pfsclassics,pfsclassics,3003,2254,16221,5214,London
nickkemp12,nickkemp12,822,2247,146369,264026,
wilsonsofepsom,wilsonsofepsom,181,2241,1561,232,London
rach_f1,rach_f1,808,2229,12782,236,New Delhi
nachozambada,nachozambada,1666,2227,4627,871,Central Time (US & Canada)
baneg_jf,baneg_jf,784,2225,14507,43438,Amsterdam
attanasio_g,attanasio_g,1657,2216,5375,6047,Rome
troyanocamara,troyanocamara,1219,2215,9277,17225,Madrid
bellatmg,bellatmg,2346,2214,95512,172987,
believebecca,believebecca,984,2213,10513,7175,London
aquioleaxudre,aquioleaxudre,253,2202,34674,15822,Madrid
sylvie75015,sylvie75015,1897,2191,6724,6534,Eastern Time (US & Canada)
petersaddicted,petersaddicted,1841,2190,37726,17879,Rome
kaizoubaka,kaizoubaka,30,2189,1588,3,
elareadeivan,elareadeivan,5001,2186,7536,956,Pacific Time (US & Canada)
polichinelle3,polichinelle3,1643,2181,13068,105,
katyfairman,katyfairman,884,2174,13539,12700,Amsterdam
haziq_escobar,haziq_escobar,273,2170,108974,291,Kuala Lumpur
blessingfowowe,blessingfowowe,526,2168,42907,702,Amsterdam
abdulaziso,abdulaziso,403,2161,24851,3815,Jakarta
ramonmatos19,ramonmatos19,1878,2151,165857,166183,Greenland
asunza,asunza,2225,2148,10822,20397,Nairobi
sebastienvettel,sebastienvettel,2,2145,1,0,London
margaretojalvo,margaretojalvo,1818,2137,48266,31398,Bogota
lethalfix,lethalfix,992,2136,51159,11924,Greenland
hakeru_chan,hakeru_chan,740,2136,335175,13446,Brasilia
mc_smith22,mc_smith22,2184,2126,76360,924,London
friseemyriam,friseemyriam,888,2126,68307,141552,UTC
germanddm,germanddm,2402,2122,38389,1925,Bogota
nerys__,nerys__,2079,2121,22961,14357,Rome
forof1paraguay,forof1paraguay,101,2119,7101,372,La Paz
ashdawson147,ashdawson147,2423,2118,120371,79097,London
ricardoenriqueb,ricardoenriqueb,2063,2109,61385,2973,Caracas
crashgear,crashgear,4301,2103,54399,10595,Central Time (US & Canada)
guidoalberto6,guidoalberto6,2647,2101,42222,34788,
douglasjavier,douglasjavier,1795,2089,29482,78,Quito
ozzyvfx,ozzyvfx,116,2065,17818,18271,Eastern Time (US & Canada)
voooodooopriest,voooodooopriest,2537,2064,2438,97,
newsoneline,newsoneline,1201,2059,104886,2,
sadler08,sadler08,2918,2057,10460,194,
suehirot800,suehirot800,1624,2053,96012,594,Osaka
keranm,keranm,1318,2050,41978,6512,Melbourne
jeanetrix,jeanetrix,219,2046,102490,639,Bangkok
tayiorsport,tayiorsport,612,2044,2008,44918,Dublin
aya_shaker,aya_shaker,222,2031,166118,2921,Riyadh
aderpt_,aderpt_,593,2027,131573,48415,Eastern Time (US & Canada)
russellstranspo,russellstranspo,5000,2026,2279,7076,London
gaziandras1,gaziandras1,4641,2017,219004,219569,Belgrade
modiamo,modiamo,2292,2016,14255,1180,Pacific Time (US & Canada)
simongbrooks,simongbrooks,1498,2011,33994,25017,
yokarla8,yokarla8,110,2005,15034,0,Eastern Time (US & Canada)
alejwas,alejwas,414,2001,50908,2147,Santiago
stevestevens47,stevestevens47,55,1999,574916,250,London
pressetoyotafr,pressetoyotafr,379,1998,2107,1313,Belgrade
carlos_ballinas,carlos_ballinas,1150,1991,20649,1017,Mexico City
dragracingaus,dragracingaus,629,1985,1957,1446,Melbourne
lott55938321,lott55938321,1462,1983,39142,40696,
charlespr2d2,charlespr2d2,2218,1982,22706,5831,London
sunnylein80,sunnylein80,487,1980,14153,23002,Berlin
miezicat1,miezicat1,697,1971,23057,7391,Vienna
conteudoanimal,conteudoanimal,6,1968,350806,24,Brasilia
nyy001,nyy001,1908,1965,58326,355,Quito
telegraaftv,telegraaftv,10,1965,46444,1,Amsterdam
mhammadalio,mhammadalio,2002,1962,15636,190,Riyadh
njblin,njblin,1703,1941,87065,26489,Kuala Lumpur
mahmoud_elshimy,mahmoud_elshimy,171,1934,31709,750,Muscat
harryharryshud,harryharryshud,1699,1932,9305,3661,
dalepk_author,dalepk_author,2526,1928,3070,1710,Dublin
mercealvarez92,mercealvarez92,893,1927,21885,27806,Madrid
raquellaneri,raquellaneri,1444,1927,16335,2294,Eastern Time (US & Canada)
stlunite,stlunite,202,1926,10191,8,Central Time (US & Canada)
mrayado04,mrayado04,2451,1924,57803,63931,Arizona
gabymanzoj,gabymanzoj,1068,1918,31669,2517,Caracas
indiegates,indiegates,2369,1909,113476,113256,London
spinosoangelo,spinosoangelo,4999,1907,71144,2293,
ruttosporco,ruttosporco,1076,1906,7077,7491,Rome
thingsfromitaly,thingsfromitaly,1919,1904,17924,2,Amsterdam
fernandojkk,fernandojkk,133,1902,9328,11948,Lisbon
sisters1429,sisters1429,790,1898,90006,46,Bucharest
na_nobu,na_nobu,5002,1898,100464,104084,
adorvehim,adorvehim,866,1892,21020,38010,Pacific Time (US & Canada)
f1_best,f1_best,433,1891,26323,423,Almaty
allthingsvettel,allthingsvettel,398,1883,8022,4134,London
cdemetriadis,cdemetriadis,942,1879,11420,139,Athens
rbeleo,rbeleo,2256,1878,179877,56387,Caracas
japrilisthelove,japrilisthelove,1841,1876,22673,2783,Amsterdam
julietmarshy,julietmarshy,1165,1875,17035,27648,
awkljiam,awkljiam,1874,1873,2963,6034,Pacific Time (US & Canada)
v838_mon,v838_mon,2382,1866,10207,36,Central Time (US & Canada)
vettelnews_jp,vettelnews_jp,474,1864,39407,7535,Tokyo
sinkoftears,sinkoftears,396,1862,58166,42591,Amsterdam
stevestevens55,stevestevens55,4353,1858,14847,383,
nitin_nitingarg,nitin_nitingarg,1962,1854,64769,133177,
kristensel,kristensel,3794,1850,199056,132373,Athens
esssie13,esssie13,1629,1849,77840,42855,Bratislava
sportsdailykc,sportsdailykc,31,1843,3294,74,Pacific Time (US & Canada)
yhacbec,yhacbec,2085,1838,81811,2766,Central Time (US & Canada)
cariosalbert,cariosalbert,1402,1832,52188,11250,Brasilia
motorsport_nl,motorsport_nl,276,1828,9798,240,Amsterdam
valeriaizgv,valeriaizgv,440,1826,84898,2150,Caracas
brianwalkerchi,brianwalkerchi,1228,1825,10177,259,Central Time (US & Canada)
saitoel,saitoel,519,1823,145997,4461,Madrid
cec_thaina,cec_thaina,2730,1821,714,685,
agus420,agus420,1669,1819,54126,62,Buenos Aires
parsnip_pete,parsnip_pete,5001,1814,164010,13718,London
stuzib85,stuzib85,1331,1811,19907,70096,Edinburgh
marcoporrasr,marcoporrasr,1074,1807,11556,217,Mexico City
memo_zamora,memo_zamora,2119,1805,11093,725,Mountain Time (US & Canada)
f1tommy,f1tommy,916,1804,31915,2304,Berlin
mikev527,mikev527,1194,1803,38056,62051,
milner1andrew,milner1andrew,4326,1802,15668,0,
adamgropper,adamgropper,5000,1795,16466,9516,
mith_m,mith_m,682,1792,3434,573,Chennai
orazi_o,orazi_o,640,1790,41524,25214,Rome
silvifeuer,silvifeuer,1677,1785,58657,4424,Caracas
taylormade117,taylormade117,1131,1782,49887,7756,
p_niederhauser,p_niederhauser,225,1782,918,556,
gmalexandr,gmalexandr,3093,1780,3290,1328,Caracas
chennaidubokors,chennaidubokors,388,1773,146831,4803,Chennai
hechosdehoy,hechosdehoy,191,1769,56832,138,Madrid
luigipalumbo_,luigipalumbo_,1099,1767,66079,1770,Caracas
vituzzo_zuccone,vituzzo_zuccone,1804,1765,31671,2727,
elarotta,elarotta,1151,1764,14220,58,
jamlick1,jamlick1,1178,1762,15258,2351,
shariqneshat,shariqneshat,1262,1760,6035,3241,London
maxverstappenn,maxverstappenn,906,1750,38355,7250,Brasilia
kunalashah,kunalashah,680,1750,25007,141,Mumbai
carolavaldez,carolavaldez,2582,1745,17896,3919,Caracas
f1loopy,f1loopy,1011,1737,44012,14331,
_narnia_,_narnia_,1341,1735,90760,647,Madrid
mascitini,mascitini,1465,1734,19147,31248,
ivanviva35,ivanviva35,1601,1718,31896,12081,Buenos Aires
abdamosu,abdamosu,1390,1716,35688,3678,Caracas
kwarobo,kwarobo,2672,1704,5131,466,Africa/Nairobi
ichapul,ichapul,967,1702,11532,1002,Mexico City
hamazinglew,hamazinglew,199,1701,52428,7829,New Delhi
kklepsch,kklepsch,2147,1696,62641,111103,Hawaii
dimalibman,dimalibman,302,1691,10219,12057,Central Time (US & Canada)
emanuelworld,emanuelworld,139,1678,6705,26736,
massato2,massato2,730,1676,49199,12330,Athens
holybible8888,holybible8888,1115,1674,79320,55824,
actumoteurs,actumoteurs,743,1674,14875,191,Brussels
lovearmando305,lovearmando305,1707,1667,15860,16289,
chilibiberii,chilibiberii,479,1664,2818,3665,Athens
johnni47973385,johnni47973385,1312,1662,76016,21636,London
purestorageuk,purestorageuk,169,1659,744,174,London
ttmobile_ie,ttmobile_ie,30,1658,93394,0,Athens
iholuwatoby,iholuwatoby,514,1657,109736,479,
aaronrook91,aaronrook91,1932,1655,10291,1570,Pacific Time (US & Canada)
simplyarmaan,simplyarmaan,222,1651,239945,1166,
danielortizguer,danielortizguer,1575,1649,83151,4536,Madrid
mewifepamum,mewifepamum,2845,1645,770,2192,London
